Rxn,Rxn_Name,Rule,Pathway,Formula
ABO5g,"ABO blood group (transferase A, alpha 1-3-N-acetylgalactosaminyltransferase; transferase B, alpha 1-3-galactosyltransferase)",(ABO),"Blood group synthesis","UDP-N-acetyl-D-galactosamine(2-) + Type IIIH glycolipid  -> proton + UDP + Type IIIA glycolipid "
ABO6g,"ABO blood group (transferase A, alpha 1-3-N-acetylgalactosaminyltransferase; transferase B, alpha 1-3-galactosyltransferase)",(ABO),"Blood group synthesis","UDP-N-acetyl-D-galactosamine(2-) + VI2Fuc-nLc6  -> proton + UDP + (Gal)3 (GalNAc)1 (Glc)1 (GlcNAc)2 (LFuc)1 (Cer)1 "
ABO7g,"ABO blood group (transferase A, alpha 1-3-N-acetylgalactosaminyltransferase; transferase B, alpha 1-3-galactosyltransferase)",(ABO),"Blood group synthesis","UDP-N-acetyl-D-galactosamine(2-) + (Gal)4 (GalNAc)1 (Glc)1 (GlcNAc)2 (LFuc)2 (Cer)1  -> proton + UDP + Type IIIAb "
ABO8g,"ABO blood group (transferase A, alpha 1-3-N-acetylgalactosaminyltransferase; transferase B, alpha 1-3-galactosyltransferase)",(ABO),"Blood group synthesis","UDP-D-galactose(2-) + VI2Fuc-nLc6  -> proton + UDP + (Gal)4 (Glc)1 (GlcNAc)2 (LFuc)1 (Cer)1 "
ABO9g,"ABO blood group (transferase A, alpha 1-3-N-acetylgalactosaminyltransferase; transferase B, alpha 1-3-galactosyltransferase)",(ABO),"Blood group synthesis","2 UDP-D-galactose(2-) + (Gal)4 (Glc)1 (GlcNAc)3 (LFuc)2 (Cer)1  -> 2 proton + 2 UDP + (Gal)6 (Glc)1 (GlcNAc)3 (LFuc)2 (Cer)1 "
ABTArm,"4-aminobutyrate transaminase, reversible (mitochondrial)",(ABAT) | (ABAT),"Glutamate metabolism","2-Oxoglutarate + 4-Aminobutanoate  <=> L-glutamate(1-) + Succinic semialdehyde "
ABTD,"L-arabinitol 4-dehydrogenase",,"Pentose phosphate pathway","Nicotinamide adenine dinucleotide + L-arabinitol  <=> proton + Nicotinamide adenine dinucleotide - reduced + L-xylulose "
ABTti,"L-arabinitol transport via passive diffusion",,"Transport, extracellular","L-arabinitol  -> L-arabinitol "
ABUTD,"Aminobutyraldehyde dehydrogenase",(ALDH9A1),"beta-Alanine metabolism","Water + Nicotinamide adenine dinucleotide + 4-Aminobutanal  -> 2 proton + Nicotinamide adenine dinucleotide - reduced + 4-Aminobutanoate "
ABUTt2r,"4-aminobutyrate reversible transport in via proton symport",(SLC36A1),"Transport, extracellular","proton + 4-Aminobutanoate  <=> proton + 4-Aminobutanoate "
ABUTt4_2_r,"4-aminobutyrate reversible transport in via sodium symport (1:2)",(SLC6A1) | (SLC6A11) | (SLC6A13) | (SLC6A12),"Transport, extracellular","2 Sodium + 4-Aminobutanoate  <=> 2 Sodium + 4-Aminobutanoate "
ACACT10m,"acetyl-CoA C-acetyltransferase, mitochondrial",(ACAT1) | (HADHB) | (ACAA2),"Valine, leucine, and isoleucine metabolism","Coenzyme A + 2-methylacetoacetyl-CoA(4-)  <=> Acetyl-CoA + Propanoyl-CoA "
ACACT1r,"acetyl-CoA C-acetyltransferase",ACAT2,"Tryptophan metabolism","2 Acetyl-CoA  <=> Coenzyme A + Acetoacetyl-CoA "
ACACT1rm,"acetyl-CoA C-acetyltransferase, mitochondrial",(HADHA) & (HADHB) | (ACAT1),"Tryptophan metabolism","2 Acetyl-CoA  -> Coenzyme A + Acetoacetyl-CoA "
ACACT1x,"acetyl-CoA C-acetyltransferase, mitochondrial",ACAT2,"Cholesterol metabolism","2 Acetyl-CoA  -> Acetoacetyl-CoA + Coenzyme A "
ACACt2,"acetoacetate transport via proton symport",(SLC16A1) | (SLC16A7),"Transport, extracellular","proton + acetoacetate  <=> proton + acetoacetate "
ACACt2m,"Acetoacetate mitochondrial transport via H+ symport",(SLC16A1),"Transport, mitochondrial","proton + acetoacetate  <=> proton + acetoacetate "
ACACT4p,"acetyl-CoA C-acetyltransferase (octanoyl-CoA), peroxisomal",ACAA1,"Fatty acid oxidation","Coenzyme A + 3-Oxodecanoyl-CoA  -> Acetyl-CoA + Octanoyl-CoA (n-C8:0CoA) "
ACACT5p,"acetyl-CoA C-acyltransferase (decanoyl-CoA), peroxisomal",ACAA1,"Fatty acid oxidation","Coenzyme A + 3-Oxododecanoyl-CoA  -> Acetyl-CoA + Decanoyl-CoA (n-C10:0CoA) "
ACACT6p,"acetyl-CoA C-acetyltransferase (dodecanoyl), peroxisomal",ACAA1,"Fatty acid oxidation","Coenzyme A + 3-Oxotetradecanoyl-CoA  -> Acetyl-CoA + Dodecanoyl-CoA (n-C12:0CoA) "
ACACT7p,"acetyl-CoA acyltransferase (tetradecanoyl-CoA), peroxisomal",ACAA1,"Fatty acid oxidation","Coenzyme A + 3-oxopalmitoyl-CoA(4-)  -> Acetyl-CoA + Tetradecanoyl-CoA (n-C14:0CoA) "
ACACtx,"acetoacetate intracellular transport unknown mechanism",,"Transport, peroxisomal","acetoacetate  <=> acetoacetate "
ACALDt,"acetaldehyde reversible transport",,"Transport, extracellular","acetaldehyde  <=> acetaldehyde "
ACALDtm,"acetaldehyde mitochondrial diffusion",,"Transport, mitochondrial","acetaldehyde  <=> acetaldehyde "
ACALDtr,"acetaldehyde reversible transport (ER)",,"Transport, endoplasmic reticular","acetaldehyde  <=> acetaldehyde "
ACALDtx,"acetaldehyde peroxisomal diffusion",,"Transport, peroxisomal","acetaldehyde  <=> acetaldehyde "
ACCOAC,"acetyl-CoA carboxylase",(ACACA) | (ACACA) | (ACACA & ACACB) | (ACACA & ACACB) | (ACACA) | (ACACB & ACACA) | (ACACA & ACACB) | (ACACA) | (ACACA & ACACB) | (ACACA),"Fatty acid oxidation","ATP + Bicarbonate + Acetyl-CoA  -> ADP + proton + hydrogenphosphate + Malonyl-CoA "
ACCOACm,"Acetyl-Coa carboxylase, beta isoform",ACACB,"Fatty acid oxidation","Acetyl-CoA + ATP + Bicarbonate  -> proton + ADP + Malonyl-CoA + hydrogenphosphate "
ACCOAgt,"acetyl-coa transport",(SLC33A1),"Transport, extracellular","Acetyl-CoA  <=> Acetyl-CoA "
ACCOAL,"acetate-CoA ligase (ADP-forming)",(ACSS2) | (ACSS2),"Propanoate metabolism","ATP + Coenzyme A + propionate  -> ADP + hydrogenphosphate + Propanoyl-CoA "
ACCOALm,"acetate-CoA ligase (AMP-forming)",(ACSS1) | (ACSS3),"Propanoate metabolism","Coenzyme A + ATP + propionate  -> Propanoyl-CoA + AMP + Diphosphate "
ACCOAtn,"acetyl-CoA transport, nuclear",,"Transport, nuclear","Acetyl-CoA  <=> Acetyl-CoA "
ACCOAtr,"acetyl-coa transport",(SLC33A1),"Transport, endoplasmic reticular","Acetyl-CoA  <=> Acetyl-CoA "
ACETONEt2,"acetone transport via proton symport",(SLC16A1) | (SLC16A3) | (SLC16A7),"Transport, extracellular","proton + acetone  <=> proton + acetone "
ACETONEt2m,"acetone mitochondrial transport via proton symport",(SLC16A1),"Transport, mitochondrial","proton + acetone  <=> proton + acetone "
ACGAGBSIDEtg,"acgagbside hs intracellular transport",,"Transport, golgi apparatus","alpha GalNAc globoside  <=> alpha GalNAc globoside "
ACGAGBSIDEtl,"acgagbside hs intracellular transport",,"Transport, lysosomal","alpha GalNAc globoside  <=> alpha GalNAc globoside "
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEte,"blood group intracellular transport",,"Transport, extracellular","Type IIIA glycolipid  <=> Type IIIA glycolipid "
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEtg,"blood group intracellular transport",,"Transport, golgi apparatus","Type IIIA glycolipid  <=> Type IIIA glycolipid "
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEte,"blood group intracellular transport",,"Transport, extracellular","Type IIIAb  <=> Type IIIAb "
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEtg,"blood group intracellular transport",,"Transport, golgi apparatus","Type IIIAb  <=> Type IIIAb "
ACGALK,"N-acetylgalactosamine kinase",,"Aminosugar metabolism","ATP + N-acetyl-D-galactosamine  -> ADP + proton + N-Acetyl-D-galactosamine 1-phosphate "
ACGALK2,"N-acetylgalactosamine kinase (ITP)",,"Aminosugar metabolism","N-acetyl-D-galactosamine + ITP(3-)  -> proton + N-Acetyl-D-galactosamine 1-phosphate + IDP(3-) "
ACGALtlg,"N-acetyl-galactosamine intracellular transport",,"Transport, golgi apparatus","N-acetyl-D-galactosamine  <=> N-acetyl-D-galactosamine "
ACGALtly,"N-acetyl-galactosamine lysosomal efflux",,"Transport, lysosomal","N-acetyl-D-galactosamine  -> N-acetyl-D-galactosamine "
ACGAM2E,"N-acetylglucosamine 2-epimerase",RENBP,"Aminosugar metabolism","N-acetyl-D-glucosamine  <=> N-acetyl-D-mannosamine "
ACGAM6PSi,"N-acetylglucosamine-6-phosphate synthase",GNPNAT1,"Aminosugar metabolism","Acetyl-CoA + D-Glucosamine 6-phosphate  -> proton + Coenzyme A + N-acetyl-D-glucosamine 6-phosphate(2-) "
ACGAMK,"N-acetylglucosamine kinase",NAGK,"Aminosugar metabolism","ATP + N-acetyl-D-glucosamine  -> ADP + proton + N-acetyl-D-glucosamine 6-phosphate(2-) "
ACGAMPM,"phosphoacetylglucosamine mutase",PGM3,"Aminosugar metabolism","N-acetyl-D-glucosamine 6-phosphate(2-)  <=> N-Acetyl-D-glucosamine 1-phosphate "
ACGAMtly,"N-acetyl-glucosamine lysosomal efflux",,"Transport, lysosomal","N-acetyl-D-glucosamine  -> N-acetyl-D-glucosamine "
ACGBGBSIDEtg,"acgbgbside hs intracellular transport",,"Transport, golgi apparatus","beta GalNAc globoside  <=> beta GalNAc globoside "
ACGBGBSIDEtl,"acgbgbside hs intracellular transport",,"Transport, lysosomal","beta GalNAc globoside  <=> beta GalNAc globoside "
ACGPID,"N-acetylglucosaminylphosphatidylinositol deacetylase",(PIGL),"Phosphatidylinositol phosphate metabolism","Water + 6-(N-acetyl-alpha-D-glucosaminyl)-1-phosphatidyl-1D-myo-inositol(1-)  -> acetate + 6-(alpha-D-glucosaminyl)-1-phosphatidyl-1D-myo-inositol "
ACHEe,"Acetylcholinesterase",(ACHE) | (ACHE),"Glycerophospholipid metabolism","Water + acetylcholine  -> proton + acetate + Choline "
ACHtn,"Acetylcholin transport, nuclear trhough pores",,"Transport, nuclear","acetylcholine  <=> acetylcholine "
ACHVESSEC,"Acetylcholine secretion via secretory vesicle (ATP driven)",(SLC18A3),"Transport, extracellular","Water + ATP + acetylcholine  -> ADP + proton + hydrogenphosphate + acetylcholine "
ACITL,"ATP-Citrate lyase",(ACLY) | (ACLY),"Citric acid cycle","ATP + Coenzyme A + Citrate  -> ADP + hydrogenphosphate + Acetyl-CoA + Oxaloacetate "
ACN13ACNGALGBSIDEte,"acn13acngalgbside hs transport",,"Transport, extracellular","sialyl (1,3) sialyl (2,6) galactosylgloboside  <=> sialyl (1,3) sialyl (2,6) galactosylgloboside "
ACN13ACNGALGBSIDEtg,"acn13acngalgbside hs intracellular transport",,"Transport, golgi apparatus","sialyl (1,3) sialyl (2,6) galactosylgloboside  <=> sialyl (1,3) sialyl (2,6) galactosylgloboside "
ACN23ACNGALGBSIDEte,"acn23acngalgbside transport",,"Transport, extracellular","sialyl (2,3) sialyl (2,6) galactosylgloboside  <=> sialyl (2,3) sialyl (2,6) galactosylgloboside "
ACN23ACNGALGBSIDEtg,"acn23acngalgbside intracellular transport",,"Transport, golgi apparatus","sialyl (2,3) sialyl (2,6) galactosylgloboside  <=> sialyl (2,3) sialyl (2,6) galactosylgloboside "
ACNACNGAL14ACGLCGALGLUSIDEte,"blood group intracellular transport",,"Transport, extracellular","3',8'-LD1  <=> 3',8'-LD1 "
ACNACNGAL14ACGLCGALGLUSIDEtg,"blood group intracellular transport",,"Transport, golgi apparatus","3',8'-LD1  <=> 3',8'-LD1 "
ACNACNGALGBSIDEte,"acnacngalgbside hs transport",,"Transport, extracellular","disialyl galactosylgloboside  <=> disialyl galactosylgloboside "
ACNACNGALGBSIDEtg,"acnacngalgbside hs intracellular transport",,"Transport, golgi apparatus","disialyl galactosylgloboside  <=> disialyl galactosylgloboside "
ACNAM9PL,"N-Acetylneuraminate 9-phosphate pyruvate-lyase (pyruvate-phosphorylating)",NANS,"Aminosugar metabolism","Water + N-acetyl-D-mannosamine 6-phosphate(2-) + Phosphoenolpyruvate  -> hydrogenphosphate + N-Acetylneuraminate 9-phosphate "
ACNAM9PL2,"N-Acetylneuraminate 9-phosphate pyruvate-lyase (pyruvate-phosphorylating)",(NANS),"Aminosugar metabolism","Water + Phosphoenolpyruvate + D-Mannose 6-phosphate  -> hydrogenphosphate + 2-keto-3-deoxy-D-glycero-D-galactononic acid 9-phosphate "
ACNAMlt,"N-acetylneuraminate transport into lysososme",(SLC17A5),"Transport, lysosomal","proton + N-acetylneuraminate  <=> proton + N-acetylneuraminate "
ACNAMPH,"N-Acetylneuraminate 9-phosphate phosphohydrolase",(NANP) | (ACP5) | (ACP6) ,"Aminosugar metabolism","Water + N-Acetylneuraminate 9-phosphate  -> hydrogenphosphate + N-acetylneuraminate "
ACNAMtn,"N-acetylneuraminate nuclear import",,"Transport, nuclear","N-acetylneuraminate  -> N-acetylneuraminate "
ACNGALACGLCGAL14ACGLCGALGLUSIDEte,"blood group intracellular transport",,"Transport, extracellular","VI3NeuAc-nLc6Cer  <=> VI3NeuAc-nLc6Cer "
ACNGALACGLCGAL14ACGLCGALGLUSIDEtg,"blood group intracellular transport",,"Transport, golgi apparatus","VI3NeuAc-nLc6Cer  <=> VI3NeuAc-nLc6Cer "
ACNMLr,"N-Acetylneuraminate lyase (reversible)",,"Aminosugar metabolism","N-acetylneuraminate  <=> pyruvate + N-acetyl-D-mannosamine "
ACOAD10m,"acyl-CoA dehydrogenase (2-methylbutanoyl-CoA), mitochondrial",(ACADSB) | (ACADM),"Valine, leucine, and isoleucine metabolism","2-methylbutanoyl-CoA(4-) + Flavin adenine dinucleotide oxidized  -> 2-methylcrotonoyl-CoA(4-) + Flavin adenine dinucleotide reduced "
ACOAD1fm,"acyl-CoA dehydrogenase (butanoyl-CoA), mitochondrial",(ACAD10) | (ACADSB) | (ACADS) | (ACADM) | (ACAD11) | (ACAD8) | (ACAD9),"Butanoate metabolism","Flavin adenine dinucleotide oxidized + Butanoyl-CoA  -> crotonoyl-CoA(4-) + Flavin adenine dinucleotide reduced "
ACOAD8m,"acyl-CoA dehydrogenase (isovaleryl-CoA), mitochondrial",(IVD),"Valine, leucine, and isoleucine metabolism","Flavin adenine dinucleotide oxidized + Isovaleryl-CoA  -> Flavin adenine dinucleotide reduced + 3-methylbut-2-enoyl-CoA(4-) "
ACOAD9m,"acyl-CoA dehydrogenase (isobutyryl-CoA), mitochondrial",(ACADM) | (ACAD8),"Valine, leucine, and isoleucine metabolism","Flavin adenine dinucleotide oxidized + isobutyryl-CoA(4-)  -> Flavin adenine dinucleotide reduced + 2-Methylprop-2-enoyl-CoA "
ACOAHi,"acetyl-CoA hydrolase",ACOT12,"Pyruvate metabolism","Water + Acetyl-CoA  -> proton + Coenzyme A + acetate "
ACOAO7p,"acyl-CoA oxidase (hexadecanoyl-CoA), peroxisomal",(ACOX1) | (ACOX1),"Fatty acid oxidation","Palmitoyl-CoA (n-C16:0CoA) + O2  -> Hydrogen peroxide + trans-Hexadec-2-enoyl-CoA "
ACONT,"aconitase",(IREB2) | (ACO1),"Citric acid cycle","Citrate  <=> Isocitrate "
ACONTm,"Aconitate hydratase",(ACO2) | (ACO1),"Citric acid cycle","Citrate  <=> Isocitrate "
ACOX22x,"acyl-Coenzyme A oxidase 2, branched chain",(ACOX2),"Bile acid synthesis","0.5 O2 + 3alpha,7alpha-Dihydroxy-5beta-cholest-24-enoyl-CoA + Flavin adenine dinucleotide reduced  -> Flavin adenine dinucleotide oxidized + 3alpha,7alpha,24-Trihydroxy-5beta-cholestanoyl-CoA "
ACOX2x,"acyl-Coenzyme A oxidase 2, branched chain",(ACOX2),"Bile acid synthesis","O2 + Flavin adenine dinucleotide reduced + 3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestanoyl-CoA(S)  -> Flavin adenine dinucleotide oxidized + 2 Water + 3alpha,7alpha,12alpha-Trihydroxy-5beta-cholest-24-enoyl-CoA "
ACP1_FMN_,"acid phosphatase (FMN)",(ACP1) | (ACP1) | (ACP1) | (ACPP) | (ACP6) | (ACP5),"Vitamin B2 metabolism","Water + FMN  -> hydrogenphosphate + Riboflavin "
ACRNtm,"O-acetylcarnintine transport into mitochondria via diffusion",(SLC25A20),"Transport, mitochondrial","O-acetylcarnitine  -> O-acetylcarnitine "
ACS,"acetyl-CoA synthetase",(AACS) | (ACSS2) | (ACSS2),"Glycolysis/gluconeogenesis","ATP + Coenzyme A + acetate  -> AMP + Diphosphate + Acetyl-CoA "
ACS2,"acetyl-CoA synthase (propionate)",(ACSS2) | (AACS) | (ACSS2),"Propanoate metabolism","ATP + Coenzyme A + propionate  -> AMP + Diphosphate + Propanoyl-CoA "
ACSm,"acetyl-CoA synthetase",ACSS1,"Glycolysis/gluconeogenesis","Coenzyme A + ATP + acetate  -> Acetyl-CoA + AMP + Diphosphate "
ACt2m,"acetate mitochondrial transport via proton symport",,"Transport, mitochondrial","proton + acetate  <=> proton + acetate "
ACt2r,"acetate reversible transport via proton symport",,"Transport, extracellular","proton + acetate  <=> proton + acetate "
ACTLMO,"acetol monooxygenase",(CYP2E1),"Pyruvate metabolism","O2 + proton + Nicotinamide adenine dinucleotide phosphate - reduced + hydroxyacetone  -> 2 Water + Nicotinamide adenine dinucleotide phosphate + methylglyoxal "
ACTNMO,"acetone monooxygenase",(CYP2E1),"Pyruvate metabolism","O2 + proton + Nicotinamide adenine dinucleotide phosphate - reduced + acetone  -> Water + Nicotinamide adenine dinucleotide phosphate + hydroxyacetone "
ACYP,"acylphosphatase",(RWDD2A) | (ACYP2) | (ACYP1) | (ACYP1),"Glycolysis/gluconeogenesis","Water + 3-Phospho-D-glyceroyl phosphate  -> proton + hydrogenphosphate + 3-Phospho-D-glycerate "
ADA,"Adenosine deaminase",(ADA),"Purine catabolism","Water + proton + Adenosine  -> Ammonium + Inosine "
ADAe,"Adenosine deaminase, extracellular",(ADA),"Purine catabolism","proton + Water + Adenosine  -> Inosine + Ammonium "
ADCim,"Acetoacetate decarboxylation (irreversible), mitochondrial",,"Propanoate metabolism","proton + acetoacetate  -> carbon dioxide + acetone "
ADEt,"adenine reversible transport, cytosol",SLC29A2,"Transport, extracellular","Adenine  <=> Adenine "
ADK1,"adenylate kinase",(AK7) | (AK1) | (AK5) | (AK5) | (AK2),"Nucleotide interconversion","ATP + AMP  <=> 2 ADP "
ADK1m,"adenylate kinase, mitochondrial",(AK4) | (AK4) | (AK2) | (AK2) | (AK2) | (AK4),"Nucleotide interconversion","ATP + AMP  <=> 2 ADP "
ADK3,"adentylate kinase (GTP)",(AK5) | (AK5),"Nucleotide interconversion","AMP + GTP  <=> ADP + GDP "
ADK3m,"adentylate kinase (GTP)",(AK3),"Nucleotide interconversion","AMP + GTP  <=> ADP + GDP "
ADKd,"adenylate kinase (d form)",(AK5) | (AK5),"Nucleotide interconversion","dAMP(2-) + dATP  <=> 2 dADP "
ADMDC,"adenosylmethionine decarboxylase",(AMD1),"Arginine and Proline Metabolism","proton + S-Adenosyl-L-methionine  -> carbon dioxide + S-Adenosylmethioninamine "
ADNCYC,"adenylate cyclase",(ADCY6) | (ADCY10) | (ADCY3) | (ADCY6) | (ADCY8) | (ADCY2) | (ADCY7) | (ADCY1) | (ADCY4) | (ADCY9) | (ADCY5),"Nucleotide interconversion","ATP  -> Diphosphate + 3',5'-cyclic AMP(1-) "
ADNK1,"adenosine kinase",(ADK) | (ADK),"Nucleotide interconversion","ATP + Adenosine  -> ADP + proton + AMP "
ADNK1m,"adenosine kinase, mitochondrial",,"Nucleotide interconversion","ATP + Adenosine  -> proton + ADP + AMP "
ADNt,"adenosine facilated transport in cytosol",(SLC29A2) | (SLC29A1),"Transport, extracellular","Adenosine  <=> Adenosine "
ADNt4,"adenosine transport (Na/Adn cotransport)",(SLC28A1) | (SLC28A1) | (SLC28A3) | (SLC28A2),"Transport, extracellular","Sodium + Adenosine  -> Sodium + Adenosine "
ADNtm,"adenosine facilated transport in mitochondria",(SLC29A1),"Transport, mitochondrial","Adenosine  <=> Adenosine "
ADPRDP,"ADPribose diphosphatase",(NUDT5),"Nucleotide interconversion","Water + ADPribose  -> 2 proton + AMP + alpha-D-Ribose 5-phosphate "
ADPRIBt,"ADPribose transport",(CD38),"Transport, extracellular","ADPribose  -> ADPribose "
ADPT,"adenine phosphoribosyltransferase",APRT,"Nucleotide salvage pathway","Adenine + 5-Phospho-alpha-D-ribose 1-diphosphate  -> AMP + Diphosphate "
ADPtx,"ADP transporter, peroxisomal",,"Transport, peroxisomal","ADP  <=> ADP "
ADRNCOAtx,"fatty acid intracellular transport",,"Transport, peroxisomal","adrenyl coenzyme A  <=> adrenyl coenzyme A "
ADRNCPT1,"carnitine O-palmitoyltransferase",(CPT1B) | (CPT1B) | (CPT1B) | (CPT1C) | (CPT1A) | (CPT1B),"Fatty acid oxidation","adrenyl coenzyme A + L-Carnitine  -> Coenzyme A + Adrenyl carnitine "
ADRNCPT2,"carnitine transferase",(CPT2),"Fatty acid oxidation","Coenzyme A + Adrenyl carnitine  -> adrenyl coenzyme A + L-Carnitine "
ADRNCRNt,"transport into the mitochondria (carnitine)",(SLC25A20) | (SLC25A20),"Fatty acid oxidation","Adrenyl carnitine  -> Adrenyl carnitine "
ADRNLPVESSEC,"Adrenaline secretion via secretory vesicle (ATP driven)",(SLC18A1) | (SLC18A2),"Transport, extracellular","Water + ATP + Adrenaline  -> ADP + proton + hydrogenphosphate + Adrenaline "
ADRNt,"fatty acid transport via diffusion",,"Transport, extracellular","adrenic acid  <=> adrenic acid "
ADSK,"adenylyl-sulfate kinase",(PAPSS2) | (PAPSS1),"Nucleotide interconversion","ATP + 5'-adenylyl sulfate(2-)  -> ADP + proton + (2R,3S,4R,5R)-5-(6-amino-9H-purin-9-yl)-4-hydroxy-2-({[(sulfonatooxy)phosphinato]oxy}methyl)oxolan-3-yl phosphate "
ADSL1,"adenylosuccinate lyase",(ADSL) | (ADSL),"Nucleotide interconversion","N6-(1,2-Dicarboxyethyl)-AMP  -> AMP + Fumarate "
ADSL2,"adenylosuccinate lyase",(ADSL) | (ADSL),"Purine synthesis","(S)-2-[5-Amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamido]succinate  -> Fumarate + 5-Amino-1-(5-Phospho-D-ribosyl)imidazole-4-carboxamide "
ADSS,"adenylosuccinate synthase",(ADSS) | (ADSSL1) | (ADSSL1),"Nucleotide interconversion","L-aspartate(1-) + GTP + IMP  -> 2 proton + hydrogenphosphate + GDP + N6-(1,2-Dicarboxyethyl)-AMP "
AFLATOXINte,"xenobiotic transport",,"Transport, extracellular","aflatoxin B1  <=> aflatoxin B1 "
AG13T10g,"N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus",(B3GNT4) | (B3GNT2) | (B4GAT1) | (B3GNTL1) | (B3GNT8) | (B3GNT7) | (B3GNT8) | (B3GNT3) | (B3GNT2),"Keratan sulfate synthesis","UDP-N-acetyl-alpha-D-glucosamine(2-) + keratan sulfate I biosynthesis, precursor 18  -> proton + UDP + keratan sulfate I biosynthesis, precursor 19 "
AG13T11g,"N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus",(B3GNT4) | (B3GNT8) | (B4GAT1) | (B3GNTL1) | (B3GNT8) | (B3GNT7) | (B3GNT3) | (B3GNT2) | (B3GNT2),"Keratan sulfate synthesis","UDP-N-acetyl-alpha-D-glucosamine(2-) + keratan sulfate I biosynthesis, precursor 21  -> proton + UDP + keratan sulfate I biosynthesis, precursor 22 "
AG13T12g,"N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus",(B3GNT4) | (B3GNT8) | (B4GAT1) | (B3GNTL1) | (B3GNT8) | (B3GNT7) | (B3GNT3) | (B3GNT2) | (B3GNT2),"Keratan sulfate synthesis","UDP-N-acetyl-alpha-D-glucosamine(2-) + keratan sulfate I biosynthesis, precursor 24  -> proton + UDP + keratan sulfate I biosynthesis, precursor 25 "
