Var1,Var2
h2o[r],"Water"
o2[r],"Oxygen"
dhcholestancoa[r],"3Alpha,7Alpha-Dihydroxy-5Beta-Cholestanoyl Coenzyme A"
cholcoar[x],"(25R)-3Alpha,7Alpha,12Alpha-Trihydroxy-5Beta-Cholestan-26-Oyl Coenzyme A"
cholcoar[r],"(25R)-3Alpha,7Alpha,12Alpha-Trihydroxy-5Beta-Cholestan-26-Oyl Coenzyme A"
amuco[c],"2-Aminomuconate"
amet[r],"S-Adenosyl-L-Methionine"
amet[m],"S-Adenosyl-L-Methionine"
ahcys[m],"S-Adenosyl-L-Homocysteine"
imp[c],"Inosine-5'-Monophosphate"
cgly[e],"L-Cysteinylglycine"
amp[x],"Adenosine Monophosphate"
amp[r],"Adenosine Monophosphate"
strch1[e],"Starch, Structure 1 (1,6-{7[1,4-Glc], 4[1,4-Glc]})"
glc_D[e],"D-Glucose"
strch2[e],"Starch, Structure 2 (1,6-{2[1,4-Glc], [1,4-Glc]})"
glygn2[e],"Glycogen, Structure 2 (Glycogenin-1,6-{7[1,4-Glc], 4[1,4-Glc]})"
glygn4[e],"Glycogen, Structure 4 (Glycogenin-1,6-{2[1,4-Glc], [1,4-Glc]})"
andrstrnglc[c],"Androsterone 3-Glucosiduronic Acid"
andrstrnglc[e],"Androsterone 3-Glucosiduronic Acid"
andrstrnglc[r],"Androsterone 3-Glucosiduronic Acid"
andrstrn[e],"Androsterone"
andrstrn[c],"Androsterone"
andrstrn[r],"Androsterone"
antipyrene[e],"Antipyrine"
antipyrene[c],"Antipyrine"
2aobut[m],"L-2-Amino-3-Oxobutanoic Acid"
msa[m],"3-Oxopropanoate"
ala_B[m],"Beta-Alanine"
apnnox[e],"Alpha-Pinene Oxide"
apnnox[c],"Alpha-Pinene Oxide"
apoC[c],"Apocarboxlase (No Lys Residue)"
lys_L[c],"L-Lysine"
apoC_Lys[c],"Apoc-Lysine"
apoC[m],"Apocarboxlase (No Lys Residue)"
lys_L[m],"L-Lysine"
apoC_Lys[m],"Apoc-Lysine"
apoC_Lys_btn[c],"Holocarboxylase (Biotin Covalent Bound To Lys Residue Of Apoc)"
biocyt[c],"Biocytin"
apoC_Lys_btn[m],"Holocarboxylase (Biotin Covalent Bound To Lys Residue Of Apoc)"
biocyt[m],"Biocytin"
appnn[e],"(+)-Alpha-Pinene"
appnn[c],"(+)-Alpha-Pinene"
aprut[c],"N-Acetylputrescine"
n4abutn[c],"4-Acetamidobutanal"
aqcobal[e],"Aquacob(III)Alamin"
aqcobal[c],"Aquacob(III)Alamin"
arab_L[e],"L-Arabinose"
arab_L[c],"L-Arabinose"
arachcoa[c],"Arachidoyl Coenzyme A"
arachcoa[x],"Arachidoyl Coenzyme A"
arachcrn[c],"Eicosanoylcarnitine"
arachcoa[m],"Arachidoyl Coenzyme A"
arachcrn[m],"Eicosanoylcarnitine"
arachdcoa[c],"Arachidonoyl Coenzyme A"
arachdcoa[x],"Arachidonoyl Coenzyme A"
arachd[e],"Arachidonate"
arachd[r],"Arachidonate"
arach[e],"Arachidic Acid"
arach[c],"Arachidic Acid"
arg_L[m],"L-Arginine"
lys_L[e],"L-Lysine"
arg_L[e],"L-Arginine"
arg_L[c],"L-Arginine"
orn[m],"Ornithine"
argsuc[c],"L-Arginosuccinic Acid"
citr_L[c],"L-Citrulline"
sgalside_hs[l],"Sulfatide Galactocerebroside"
galside_hs[l],"D-Galactosyl-N-Acylsphingosine"
so4[l],"Sulfate"
Rtotal[c],"R Total"
Rtotalcoa[c],"R Total Coenzyme A"
Rtotal3coa[c],"R Total 3 Coenzyme A"
Rtotal3[c],"R Total 3 Position"
pmtcoa[c],"Palmitoyl Coenzyme A (N-C16:0 Coenzyme A)"
hdcoa[c],"Palmitoleyl Coenzyme A"
tdcoa[c],"Myristoyl Coenzyme A"
lnlncacoa[c],"Alpha-Linolenoyl Coenzyme A"
R2coa_hs[c],"R Group 2 Coenzyme A"
lnlncgcoa[c],"Gamma-Linolenoyl Coenzyme A"
strdnccoa[c],"Stearidonoyl Coenzyme A"
dlnlcgcoa[c],"Dihomo-Gamma-Linolenyl Coenzyme A"
tmndnccoa[c],"Eicosa-5,8,11,14,17-All-Cis-Pentaenoyl Coenzyme A"
lnlccoa[c],"Linoleic Coenzyme A"
clpndcoa[c],"Docosa-7,10,13,16,19-All-Cis-Pentaenoyl Coenzyme A"
dcsptn1coa[c],"(4Z,7Z,10Z,13Z,16Z)-Docosapentaenoyl Coenzyme A"
c226coa[c],"Cervonyl Coenzyme A"
stcoa[c],"Stearoyl Coenzyme A (N-C18:0 Coenzyme A)"
odecoa[c],"Octadecenoyl Coenzyme A (N-C18:1 Coenzyme A)"
octd11ecoa[c],"11-Octadecenoyl Coenzyme A"
lneldccoa[c],"(6Z,9Z)-Octadecadienoyl Coenzyme A"
nrvnccoa[c],"Cis-15-Tetracosenoyl Coenzyme A"
od2coa[c],"(2E)-Octadecenoyl Coenzyme A"
ttccoa[c],"Tetracosanoyl Coenzyme A"
hexccoa[c],"Hexacosanoyl Coenzyme A"
eicostetcoa[c],"(8Z,11Z,14Z,17Z)-Eicosatetraenoyl Coenzyme A"
tetpent6coa[c],"Tetracosa-6,9,12,15,18-All-Cis-Pentaenoyl Coenzyme A"
tetpent3coa[c],"(9Z,12Z,15Z,18Z,21Z)-Tetracosapentaenoyl Coenzyme A"
tettet6coa[c],"(9Z,12Z,15Z,18Z)-Tetracosatetraenoyl Coenzyme A"
tethex3coa[c],"Tetracosa-6,9,12,15,18,21-All-Cis-Hexaenoyl Coenzyme A"
hdd2coa[c],"Trans-Hexadec-2-Enoyl Coenzyme A"
pmtcoa[m],"Palmitoyl Coenzyme A (N-C16:0 Coenzyme A)"
Rtotal3coa[m],"R Total 3 Coenzyme A"
Rtotal[l],"R Total"
crm_hs[l],"N-Acylsphingosine"
sphings[l],"Sphingosine"
ascb_L[c],"L-Ascorbate"
o2s[c],"Superoxide"
dhdascb[c],"Dehydroascorbide"
ascb_L[e],"L-Ascorbate"
nh4[m],"Ammonium"
asn_L[m],"L-Asparagine"
Asn_X_Ser_Thr[l],"Protein Asparagine"
cbp[c],"Carbamoyl Phosphate"
cbasp[c],"N-Carbamoyl-L-Aspartate"
asp_D[e],"D-Aspartate"
asp_D[c],"D-Aspartate"
k[c],"Potassium"
k[e],"Potassium"
asp_D[x],"D-Aspartate"
Nacasp[m],"N-Acetyl-L-Aspartate"
asp_L[e],"L-Aspartate"
oaa[m],"Oxaloacetate"
atp[r],"Adenosine Triphosphate"
adp[r],"Adenosine Diphosphate"
atp[e],"Adenosine Triphosphate"
pi[e],"Orthophosphate"
amp[e],"Adenosine Monophosphate"
adp[e],"Adenosine Diphosphate"
atp[n],"Adenosine Triphosphate"
atp[x],"Adenosine Triphosphate"
avite2[e],"Alpha-Tocotrienol"
avite2[c],"Alpha-Tocotrienol"
gbside_hs[g],"Globoside"
ga2_hs[g],"Gibberellin A2"
ga1_hs[g],"Gibberellin A1"
gm2_hs[g],"N-Acetyl-Beta-D-Galactosaminyl-(1->4)-[Alpha-N-Acetylneuraminosyl-(2->3)]-Beta-D-Galactosyl-Beta-D-Glucosyl-(1<->1)-Ceramide Anion"
gm1_hs[g],"Ganglioside Gm1"
gd2_hs[g],"GalNac-Beta1->4(Neuac-Alpha2->8Neuac2->3)Gal-Beta1->4Glc-Beta1->1'Cer"
gd1b_hs[g],"Gd1B"
gt2_hs[g],"Gt2"
gt1c_hs[g],"Gt1C"
galgbside_hs[g],"Galactosylgloboside"
acglcgalgluside_hs[g],"Lactotriaosylceramide"
galacglcgalgluside_hs[g],"D-Glucosylceramide"
gal14acglcgalgluside_hs[g],"Lactoneotetraosylceramide"
acglcgal14acglcgalgluside_hs[g],"N-Acetyl-D-Glucosaminyl-1,3-Beta-D-Galactosyl-1,4-N-Acetyl-Beta-D-Glucosaminyl-1,3-Beta-D-Galactosyl-1,4-Beta-D-Glucosylceramide"
galacglcgal14acglcgalgluside_hs[g],"Nlc6Cer"
acglc13galacglcgal14acglcgalgluside_hs[g],"Nlc7Cer"
galacgalfuc12gal14acglcgalgluside_hs[g],"(Gal)3 (GalNac)1 (Glc)1 (GlcNac)1 (LFuc)1 (Cer)1"
galacgalfucgalacglcgal14acglcgalgluside_hs[g],"(Gal)4 (GalNac)1 (Glc)1 (GlcNac)2 (LFuc)1 (Cer)1"
acglcgalacglcgal14acglcgalgluside_hs[g],"(Gal)3 (Glc)1 (Glcnac)3 (Cer)1"
galacglcgalacglcgal14acglcgalgluside_hs[g],"I-Antigen"
galacglc13galacglcgal14acglcgalgluside_hs[g],"Nlc8Cer"
galthcrm_hs[g],"Gal-Gal-Gal-Glc-Cer"
galgalthcrm_hs[g],"Gal-Gal-Gal-Gal-Glc-Cer"
galgalgalthcrm_hs[g],"Gal-Gal-Gal-Gal-Gal-Glc-Cer"
acglcgalgbside_hs[g],"GlcNac-Gal Globoside"
galacglcgalgbside_hs[g],"Gal-GlcNac-Gal Globoside"
h2o[g],"Water"
gm2a_hs[g],"Gm2Alpha"
gm1a_hs[g],"Gm1Alpha"
gluside_hs[g],"D-Glucosyl-N-Acylsphingosine"
cholcoa[x],"Choloyl Coenzyme A"
gchola[x],"Glycocholate"
taur[x],"Taurine"
tchola[x],"Taurocholic acid"
dgcholcoa[x],"Chenodeoxyglycocholoyl Coenzyme A"
dgchol[x],"Glycochenodeoxycholate"
dcholcoa[x],"Chenodeoxycholoyl Coenzyme A"
btn[c],"Biotin"
btamp[c],"Biotinyl-5-Adenosine-5'-Monophosphate"
btn[m],"Biotin"
btamp[m],"Biotinyl-5-Adenosine-5'-Monophosphate"
ala_B[c],"Beta-Alanine"
ala_B[e],"Beta-Alanine"
4tmeabutn[c],"4-(Trimethylammonio)Butanoate"
succ[c],"Succinate"
caro[c],"Beta-Carotene"
retinal[c],"Retinal"
glc_D[c],"D-Glucose"
bhb[m],"(R)-3-Hydroxybutyrate"
gdpmann[c],"Guanosine-Diphosphate-Alpha-D-Mannose"
betald[m],"Betaine Aldehyde"
glyb[m],"Glycine Betaine"
bhb[e],"(R)-3-Hydroxybutyrate"
bhb[c],"(R)-3-Hydroxybutyrate"
hcys_L[c],"L-Homocysteine"
glyb[c],"Glycine Betaine"
dmgly[c],"N,N-Dimethylglycine"
met_L[c],"L-Methionine"
bildglcur[e],"Bis(Beta-Glucosyluronate)Bilirubin"
bildglcur[c],"Bis(Beta-Glucosyluronate)Bilirubin"
bildglcur[r],"Bis(Beta-Glucosyluronate)Bilirubin"
bilglcur[e],"Mono(Glucosyluronic Acid)Bilirubin"
bilglcur[c],"Mono(Glucosyluronic Acid)Bilirubin"
bilglcur[r],"Mono(Glucosyluronic Acid)Bilirubin"
biliverd[c],"Biliverdin"
bilirub[c],"Bilirubin"
bilirub[e],"Bilirubin"
bilirub[r],"Bilirubin"
biocyt[n],"Biocytin"
h[r],"Proton"
memgacpail_hs[r],"(Mannosyl),(Phosphoethanolaminyl)-Mannosyl-Glucosylaminyl-Acylphosphatidylinositol (B)"
dolp_L[r],"Dolichyl Phosphate"
m2emgacpail_hs[r],"(Dimannosyl),(Phosphoethanolaminyl)-Mannosyl-Glucosylaminyl-Acylphosphatidylinositol (H6)"
dolmanp_U[r],"Dolichyl Phosphate D-Mannose, Human Uterine Homolog"
dolp_U[r],"Dolichyl Phosphate"
h2o[n],"Water"
lys_L[n],"L-Lysine"
btn[n],"Biotin"
biocyt[e],"Biocytin"
btn[e],"Biotin"
3uib[c],"3-Ureidoisobutyrate"
3aib_D[c],"D-3-Amino-Isobutanoate"
but[c],"Butyrate"
but[m],"Butyrate"
bvite[e],"Beta-Tocopherol"
bvite[c],"Beta-Tocopherol"
bz[e],"Benzoate"
bz[c],"Benzoate"
bz[r],"Benzoate"
nadph[r],"Nicotinamide Adenine Dinucleotide Phosphate - Reduced"
nadp[r],"Nicotinamide Adenine Dinucleotide Phosphate"
44mctr[r],"4,4-Dimethyl-5Alpha-Cholesta-8,14,24-Trien-3Beta-Ol"
44mzym[r],"14-Demethyllanosterol"
pmtcrn[c],"L-Palmitoylcarnitine"
pmtcrn[m],"L-Palmitoylcarnitine"
hdcecrn[c],"Palmitoleoyl-Carnitine"
hdd2crn[c],"Trans-Hexadec-2-Enoyl Carnitine"
hdcoa[m],"Palmitoleyl Coenzyme A"
hdcecrn[m],"Palmitoleoyl-Carnitine"
hdd2coa[m],"Trans-Hexadec-2-Enoyl Coenzyme A"
hdd2crn[m],"Trans-Hexadec-2-Enoyl Carnitine"
stcrn[c],"O-Octadecanoyl-R-Carnitine"
stcoa[m],"Stearoyl Coenzyme A (N-C18:0 Coenzyme A)"
stcrn[m],"O-Octadecanoyl-R-Carnitine"
odecrn[c],"L-Oleoylcarnitine"
odecoa[m],"Octadecenoyl Coenzyme A (N-C18:1 Coenzyme A)"
odecrn[m],"L-Oleoylcarnitine"
arachdcrn[c],"C20:4 Carnitine"
arachdcoa[m],"Arachidonoyl Coenzyme A"
arachdcrn[m],"C20:4 Carnitine"
c226coa[x],"Cervonyl Coenzyme A"
c226crn[c],"Docosahexaenoylcarnitine"
c226coa[m],"Cervonyl Coenzyme A"
c226crn[m],"Docosahexaenoylcarnitine"
co2[r],"Carbon Dioxide"
4mzym_int1[r],"4Alpha-Methylzymosterol-4-Carboxylate"
4mzym_int2[r],"3-Keto-4-Methylzymosterol"
nadh[r],"Nicotinamide Adenine Dinucleotide - Reduced"
nad[r],"Nicotinamide Adenine Dinucleotide"
zym_int2[r],"Zymosterol Intermediate 2"
zymst[r],"Zymosterol"
ca2[c],"Calcium"
ca2[e],"Calcium"
caro[e],"Beta-Carotene"
carveol[e],"(-)-Trans-Carveol"
carveol[c],"(-)-Trans-Carveol"
etoh[x],"Ethanol"
h2o2[m],"Hydrogen Peroxide"
cbl2[c],"Cob(Ii)Alamin"
cbl2[m],"Cob(Ii)Alamin"
nh4[r],"Ammonium"
glc_D[r],"D-Glucose"
cbp[r],"Carbamoyl Phosphate"
g6p[r],"D-Glucose 6-Phosphate"
cbp[m],"Carbamoyl Phosphate"
pi[r],"Orthophosphate"
ppi[r],"Diphosphate"
prostge1[c],"Prostaglandin E1"
prostge2[c],"Prostaglandin E2"
prostgf2[c],"Prostaglandin F2Alpha"
cdpdag_hs[c],"Cytidine-5'-Diphosphate-Diacylglycerol"
inost[c],"Myo-Inositol"
pail_hs[c],"1-Phosphatidyl-1D-Myo-Inositol"
cdpdag_hs[m],"Cytidine-5'-Diphosphate-Diacylglycerol"
ctp[c],"Cytidine-5'-Triphosphate"
pa_hs[m],"Phosphatidate"
ctp[m],"Cytidine-5'-Triphosphate"
dag_hs[c],"Diglyceride"
pchol_hs[c],"Phosphatidylcholine"
pe_hs[c],"Phosphatidylethanolamine"
crm_hs[c],"N-Acylsphingosine"
crmp_hs[c],"Ceramide 1-Phosphate"
crm_hs[g],"N-Acylsphingosine"
crm_hs[r],"N-Acylsphingosine"
gluside_hs[c],"D-Glucosyl-N-Acylsphingosine"
gluside_hs[r],"D-Glucosyl-N-Acylsphingosine"
cgly[c],"L-Cysteinylglycine"
chsterol[r],"Cholesterol"
xol25oh[r],"25-Hydroxycholesterol"
chol[c],"Choline"
coa[n],"Coenzyme A"
chol[n],"Choline"
cholp[c],"Choline Phosphate"
chol[m],"Choline"
cholate[e],"Cholate"
cholate[c],"Cholate"
cholp[g],"Choline Phosphate"
cholp[l],"Choline Phosphate"
chol[g],"Choline"
chol[r],"Choline"
chsterol[c],"Cholesterol"
chsterols[c],"Cholesterol Sulfate"
chsterol[l],"Cholesterol"
chsterol[m],"Cholesterol"
chsterol[g],"Cholesterol"
chtn[c],"Chitin"
acgam[e],"N-Acetyl-D-Glucosamine"
chtn[e],"Chitin"
itaccoa[m],"Itaconyl Coenzyme A"
citmcoa_L[m],"(3S)-Citramalyl Coenzyme A"
citr_L[m],"L-Citrulline"
cit[e],"Citrate"
pep[m],"Phosphoenolpyruvate"
creat[m],"Creatine"
pcreat[m],"Phosphocreatine"
creat[c],"Creatine"
pcreat[c],"Phosphocreatine"
cl[e],"Chloride"
cl[c],"Chloride"
for[c],"Formate"
for[e],"Formate"
i[c],"Iodide"
i[e],"Iodide"
oxa[c],"Oxalate"
oxa[e],"Oxalate"
clpndcoa[x],"Docosa-7,10,13,16,19-All-Cis-Pentaenoyl Coenzyme A"
clpndcrn[c],"7Z,10Z,13Z,16Z,19Z-Docosapentaenoylcarnitine"
clpndcoa[m],"Docosa-7,10,13,16,19-All-Cis-Pentaenoyl Coenzyme A"
clpndcrn[m],"7Z,10Z,13Z,16Z,19Z-Docosapentaenoylcarnitine"
clpnd[e],"Docosapentaenoic Acid"
clpnd[c],"Docosapentaenoic Acid"
pglyc_hs[c],"Phosphatidylglycerol"
clpn_hs[c],"Cardiolipin"
cmp[g],"Cytidine 5'-Monophosphate"
cmpacna[c],"Cytidine-5'-Monophosphate-N-Acetyl-Beta-Neuraminate"
cmpacna[g],"Cytidine-5'-Monophosphate-N-Acetyl-Beta-Neuraminate"
cmpacna[n],"Cytidine-5'-Monophosphate-N-Acetyl-Beta-Neuraminate"
ppi[n],"Diphosphate"
ctp[n],"Cytidine-5'-Triphosphate"
co2[g],"Carbon Dioxide"
co2[x],"Carbon Dioxide"
coa[g],"Coenzyme A"
coa[l],"Coenzyme A"
coa[r],"Coenzyme A"
coke[r],"Cocaine"
egme[r],"Ecgoninium Methyl Ester"
2dpmhobq[m],"2-Decaprenyl-5-Hydroxy-6-Methoxy-3-Methyl-1,4-Benzoquinone"
q10[m],"Ubiquinone-10"
2dp6mobq[m],"2-Decaprenyl-6-Methoxy-1,4-Benzoquinone"
2dp6mobq_me[m],"2-Decaprenyl-6-Methoxy-3-Methyl-1,4-Benzoquinone"
2dp6mep[m],"2-Decaprenyl-6-Methoxyphenol"
Tn_antigen[g],"Tn Antigen"
core3[g],"Core 3"
core4[g],"Core 4"
core5[g],"Core 5"
core6[g],"Core 6"
core7[g],"Core 7"
core8[g],"Core 8"
co[c],"Carbon Monoxide"
co[e],"Carbon Monoxide"
T4hcinnm[m],"Trans-4-Coumarate"
coumarin[e],"Coumarin"
coumarin[c],"Coumarin"
creat[e],"Creatine"
crmp_hs[e],"Ceramide 1-Phosphate"
crn[x],"L-Carnitine"
pcrn[x],"O-Propanoylcarnitine"
pcrn[c],"O-Propanoylcarnitine"
acrn[x],"O-Acetylcarnitine"
crn[e],"L-Carnitine"
dmnoncrn[x],"4,8-Dimethylnonanoyl Carnitine"
dmnoncrn[m],"4,8-Dimethylnonanoyl Carnitine"
crtn[c],"Creatinine"
crtsl[e],"Cortisol"
crtsl[c],"Cortisol"
crtsl[m],"Cortisol"
crtsl[r],"Cortisol"
crtstrn[e],"Corticosterone"
crtstrn[c],"Corticosterone"
crtstrn[m],"Corticosterone"
crvnc[e],"Cervonic Acid, C22:6 N-3"
crvnc[c],"Cervonic Acid, C22:6 N-3"
cspg_a[l],"Chondroitin Sulfate A (GalNac4S-Glca) Proteoglycan"
Ser_Gly_Ala_X_Gly[l],"Protein-Linked Serine Residue (Glycosaminoglycan Attachment Site)"
cs_a[l],"Chondroitin Sulfate A (GalNac4S-Glca), Free Chain"
cspg_b[l],"Chondroitin Sulfate B / Dermatan Sulfate (Idoa2S-GalNac4S) Proteoglycan"
cs_b[l],"Chondroitin Sulfate B / Dermatan Sulfate (Idoa2S-GalNac4S), Free Chain"
cspg_c[l],"Chondroitin Sulfate C (GalNac6S-Glca) Proteoglycan"
cs_c[l],"Chondroitin Sulfate C (GalNac6S-Glca), Free Chain"
cspg_d[l],"Chondroitin Sulfate D (GlcNac6S-Glca2S) Proteoglycan"
cs_d[l],"Chondroitin Sulfate D (GlcNac6S-Glca2S), Free Chain"
cspg_e[l],"Chondroitin Sulfate E (GalNac4,6Dis-Glca) Proteoglycan"
cs_e[l],"Chondroitin Sulfate E (GalNac4,6Dis-Glca), Free Chain"
pcrn[m],"O-Propanoylcarnitine"
dmnoncoa[x],"4,8 Dimethylnonanoyl Coenzyme A"
ppcoa[x],"Propanoyl Coenzyme A"
acrn[r],"O-Acetylcarnitine"
crn[r],"L-Carnitine"
csn[e],"Cytosine"
csn[c],"Cytosine"
cspg_a[g],"Chondroitin Sulfate A (GalNac4S-Glca) Proteoglycan"
cspg_a[e],"Chondroitin Sulfate A (GalNac4S-Glca) Proteoglycan"
cspg_b[g],"Chondroitin Sulfate B / Dermatan Sulfate (Idoa2S-GalNac4S) Proteoglycan"
cspg_b[e],"Chondroitin Sulfate B / Dermatan Sulfate (Idoa2S-GalNac4S) Proteoglycan"
cspg_c[g],"Chondroitin Sulfate C (GalNac6S-Glca) Proteoglycan"
cspg_c[e],"Chondroitin Sulfate C (GalNac6S-Glca) Proteoglycan"
cspg_d[g],"Chondroitin Sulfate D (GlcNac6S-Glca2S) Proteoglycan"
cspg_d[e],"Chondroitin Sulfate D (GlcNac6S-Glca2S) Proteoglycan"
cspg_e[g],"Chondroitin Sulfate E (GalNac4,6Dis-Glca) Proteoglycan"
cspg_e[e],"Chondroitin Sulfate E (GalNac4,6Dis-Glca) Proteoglycan"
cyan[e],"Hydrogen Cyanide"
cyan[c],"Hydrogen Cyanide"
cyan[m],"Hydrogen Cyanide"
focytC[m],"Ferrocytochrome C"
ficytC[m],"Ferricytochrome C"
q10h2[m],"Ubiquinol-10"
Lcystin[c],"L-Cystine"
gthrd[c],"Reduced Glutathione"
gthox[c],"Glutathione Disulfide (Oxidized Glutathione)"
mercppyr[c],"3-Mercaptopyruvate"
cys_L[m],"L-Cysteine"
glu_L[e],"L-Glutamate"
Lcystin[e],"L-Cystine"
cytd[c],"Cytidine"
uri[c],"Uridine"
cmp[m],"Cytidine 5'-Monophosphate"
cytd[m],"Cytidine"
nh4[n],"Ammonium"
h[n],"Proton"
cytd[n],"Cytidine"
uri[n],"Uridine"
cytd[e],"Cytidine"
cytd[l],"Cytidine"
cdp[c],"Cytidine-5'-DIphosphate"
dgtp[c],"Deoxyguanosine-5'-Triphosphate"
dgdp[c],"Deoxyguanosine-5'-Diphosphate"
cmp[n],"Cytidine 5'-Monophosphate"
cdp[n],"Cytidine-5'-DIphosphate"
dgtp[n],"Deoxyguanosine-5'-Triphosphate"
dgdp[n],"Deoxyguanosine-5'-Diphosphate"
dcmp[c],"Deoxycytidylic Acid"
dcdp[c],"Deoxycytidine-5'-Diphosphate"
dcmp[n],"Deoxycytidylic Acid"
dcdp[n],"Deoxycytidine-5'-Diphosphate"
dctp[c],"Deoxycytidine-5'-Triphosphate"
dctp[n],"Deoxycytidine-5'-Triphosphate"
datp[n],"Deoxyadenosine Triphosphate"
dadp[n],"Deoxyadenosine Diphosphate"
utp[c],"Uridine-5'-TrIphosphate"
udp[n],"Uridine Diphosphate"
utp[n],"Uridine-5'-TrIphosphate"
cdp[m],"Cytidine-5'-DIphosphate"
adp[n],"Adenosine Diphosphate"
gtp[n],"Guanosine-5'-Triphosphate"
gdp[n],"Guanosine-5'-Diphosphate"
3aib_D[e],"D-3-Amino-Isobutanoate"
3aib_D[m],"D-3-Amino-Isobutanoate"
dad_2[c],"2-Deoxyadenosine"
din[c],"Deoxyinosine"
dad_2[e],"2-Deoxyadenosine"
din[e],"Deoxyinosine"
dag_hs[r],"Diglyceride"
pa_hs[n],"Phosphatidate"
dag_hs[n],"Diglyceride"
dag_hs[e],"Diglyceride"
nh4[x],"Ammonium"
ala_D[x],"D-Alanine"
arg_D[x],"D-Arginine"
5g2oxpt[x],"5-Guanidino-2-Oxopentanoic Acid"
23doguln[c],"(4R,5S)-4,5,6-Trihydroxy-2,3-Dioxohexanoate"
oaa[x],"Oxaloacetate"
dd2coa[m],"Trans-Dodec-2-Enoyl Coenzyme A"
dd3coa[m],"Cis-Dodec-3-Enoyl Coenzyme A"
dcmp[m],"Deoxycytidylic Acid"
dcyt[m],"Deoxycytidine"
dcyt[n],"Deoxycytidine"
dcsptn1coa[x],"(4Z,7Z,10Z,13Z,16Z)-Docosapentaenoyl Coenzyme A"
dcsptn1crn[c],"4Z,7Z,10Z,13Z,16Z-Docosapentaenoylcarnitine"
dcsptn1coa[m],"(4Z,7Z,10Z,13Z,16Z)-Docosapentaenoyl Coenzyme A"
dcsptn1crn[m],"4Z,7Z,10Z,13Z,16Z-Docosapentaenoylcarnitine"
dcsptn1[e],"(4Z,7Z,10Z,13Z,16Z)-Docosa-4,7,10,13,16-Pentaenoic Acid"
dcsptn1[c],"(4Z,7Z,10Z,13Z,16Z)-Docosa-4,7,10,13,16-Pentaenoic Acid"
L_dpchrm[c],"L-Dopachromate"
56dihindlcrbxlt[c],"5,6-Dihydroxyindole-2-Carboxylate"
dcyt[c],"Deoxycytidine"
duri[c],"Deoxyuridine"
duri[n],"Deoxyuridine"
dcyt[e],"Deoxycytidine"
4h2oglt[m],"4-Hydroxy-2-Oxoglutarate"
debrisoquine[e],"Debrisoquine"
debrisoquine[c],"Debrisoquine"
decdp[c],"All Trans Decaprenyl Diphosphate"
decdp[m],"All Trans Decaprenyl Diphosphate"
dedoldp_L[c],"Dehydrodolichol Diphosphate, Human Liver Homolog"
dedolp_L[c],"Dehydrodolichol Phosphate, Human Liver Homolog"
dedol_L[c],"Dehydrodolichol, Human Liver Homolog"
dolichol_L[c],"Dolichol, Human Liver Homolog"
dolichol_U[c],"Dolichol, Human Uterine Homolog"
tag_hs[c],"Triglyceride"
dgchol[e],"Glycochenodeoxycholate"
dgchol[c],"Glycochenodeoxycholate"
datp[m],"Deoxyadenosine Triphosphate"
dadp[m],"Deoxyadenosine Diphosphate"
dgdp[m],"Deoxyguanosine-5'-Diphosphate"
dgmp[m],"Dgmp"
dgsn[m],"Deoxyguanosine"
dgsn[e],"Deoxyguanosine"
dgsn[c],"Deoxyguanosine"
3dhguln[c],"3-Dehydro-L-Gulonate"
dhdascb[e],"Dehydroascorbide"
dhap[x],"Dihydroxyacetone Phosphate"
dhcholestanate[m],"3Alpha,7Alpha-Dihydroxy-5Beta-Cholestanate"
dhcholestanate[x],"3Alpha,7Alpha-Dihydroxy-5Beta-Cholestanate"
fad[r],"Flavin Adenine Dinucleotide Oxidized"
fadh2[r],"Flavin Adenine Dinucleotide Reduced"
zymstnl[r],"Cholesta-8(9)-En-3Beta-Ol"
chlstol[r],"5Alpha-Cholesta-7,24-Dien-3Beta-Ol"
lthstrl[r],"5Alpha-Cholest-7-En-3Beta-Ol"
dsmsterol[r],"Desmosterol"
ddsmsterol[r],"Cholesta-5,7,24-Trien-3Beta-Ol"
dhcrm_hs[c],"Dihydroceramide"
fad[c],"Flavin Adenine Dinucleotide Oxidized"
fadh2[c],"Flavin Adenine Dinucleotide Reduced"
3dpdhb_me[m],"3-Decaprenyl-4-Hydroxy-5-Methoxybenzoate"
dheas[e],"3Beta-Hydroxyandrost-5-En-17-One 3-Sulfate"
dheas[c],"3Beta-Hydroxyandrost-5-En-17-One 3-Sulfate"
dheas[r],"3Beta-Hydroxyandrost-5-En-17-One 3-Sulfate"
dhea[c],"3Beta-Hydroxyandrost-5-En-17-One"
dhea[r],"3Beta-Hydroxyandrost-5-En-17-One"
dhf[c],"7,8-Dihydrofolate"
dhf[l],"7,8-Dihydrofolate"
dhf[m],"7,8-Dihydrofolate"
dhor_S[c],"(S)-Dihydroorotate"
orot[c],"Orotate"
56dura[c],"5,6-Dihydrouracil"
cala[c],"N-Carbamoyl-Beta-Alaninate"
56dthm[c],"5,6-Dihydrothymine"
dhbpt[c],"6,7-Dihydrobiopterin"
thbpt[c],"5,6,7,8-Tetrahydrobiopterin"
mlthf[c],"5,10-Methylenetetrahydrofolate"
didp[c],"Deoxyinosine-5'-Diphosphate"
didp[n],"Deoxyinosine-5'-Diphosphate"
digalsgalside_hs[c],"Digalactosylceramidesulfate"
digalsgalside_hs[g],"Digalactosylceramidesulfate"
