Rxn,Rxn_Name,Rule,Pathway,Formula
7DHFtm,"7-Glutamyl-Dhf Transport, M Mitochondrial",,"Transport, mitochondrial","Heptaglutamyl Folate (Dhf)  -> Heptaglutamyl Folate (Dhf) "
7THFtl,"7-Glutamyl-Thf Transport, Lysosomal",,"Transport, lysosomal","Heptaglutamyl Folate (Thf)  -> Heptaglutamyl Folate (Thf) "
7THFtm,"7-Glutamyl-Thf Transport, M Mitochondrial",,"Transport, mitochondrial","Heptaglutamyl Folate (Thf)  -> Heptaglutamyl Folate (Thf) "
A_MANASEly,"Alpha-Mannosidase, Lysosomal",MAN2B1,"N-glycan degradation","2 Water + (Alpha-D-Mannosyl)2-Beta-D-Mannosyl-N-Acetylglucosamine  -> 2 D-Mannose + Beta-1,4-Mannose-N-Acetylglucosamine "
A4GALTc,"Lactosylceramide 4-Alpha-Galactosyltransferase",A4GALT,"Sphingolipid metabolism","Galactosyl Glucosyl Ceramide + Uridine-5'-Diphosphate-D-Galactose  -> Proton + Trihexosyl Ceramide + Uridine Diphosphate "
A4GALTg,"Lactosylceramide 4-Alpha-Galactosyltransferase",A4GALT,"Sphingolipid metabolism","Galactosyl Glucosyl Ceramide + Uridine-5'-Diphosphate-D-Galactose  -> Proton + Trihexosyl Ceramide + Uridine Diphosphate "
A4GNT1g,"Alpha 1, 4-N-Acetylglucosaminyltransferase, Golgi Apparatus",A4GNT,"O-glycan metabolism","T-Antigen (Core 1) + Uridine-5'-Diphosphate-N-Acetyl-Alpha-D-Glucosamine  -> Proton + Uridine Diphosphate + GlcNac-Alpha-1,4-Core 1 "
A4GNT2g,"Alpha 1, 4-N-Acetylglucosaminyltransferase, Golgi Apparatus",A4GNT,"O-glycan metabolism","Uridine-5'-Diphosphate-N-Acetyl-Alpha-D-Glucosamine + Core 2  -> Proton + Uridine Diphosphate + GlcNac-Alpha-1,4-Core 2 "
AACTOOR,"Aminoacetone:Oxygen Oxidoreductase (Deaminating) (Flavin-Containing)",AOC3,"Glycine, serine, alanine, and threonine metabolism","Water + Oxygen + Ammonioacetone  -> Hydrogen Peroxide + Ammonium + Methylglyoxal "
AACTtm,"Aminoacetone Transport, Mitochondrial",,"Transport, mitochondrial","Ammonioacetone  -> Ammonioacetone "
AASAD3m,"L-Aminoadipate-Semialdehyde Dehydrogenase (NADH), Mitochondrial",,"Lysine metabolism","Water + Nicotinamide Adenine Dinucleotide + L-Allysine  -> 2 Proton + L-2-Aminoadipate + Nicotinamide Adenine Dinucleotide - Reduced "
AATAi,"2-Aminoadipate Transaminase, Irreversible",AADAT | AADAT,"Lysine metabolism","L-2-Aminoadipate + 2-Oxoglutarate  <=> 2-Oxoadipate + L-Glutamate "
ABO1g,"Abo Blood Group (Transferase A, Alpha 1-3-N-Acetylgalactosaminyltransferase",ABO,"Blood group synthesis","Type Ih Glycolipid + Uridine-5'-Diphosphate-N-Acetyl-D-Galactosamine  -> Proton + Uridine Diphosphate + Type Ia Glycolipid "
ABO2g,"Abo Blood Group (Transferase A, Alpha 1-3-N-Acetylgalactosaminyltransferase",ABO,"Blood group synthesis","Uridine-5'-Diphosphate-D-Galactose + Type Ih Glycolipid  -> Proton + Uridine Diphosphate + Gal-Alpha1->3(Fuc-Alpha1->2)Gal-Beta1->3GlcNac-Beta1->3LacCer "
ABO3g,"Abo Blood Group (Transferase A, Alpha 1-3-N-Acetylgalactosaminyltransferase",ABO,"Blood group synthesis","Uridine-5'-Diphosphate-D-Galactose + Type Iih Glycolipid  -> Proton + Uridine Diphosphate + (Gal)3 (Glc)1 (GlcNac)1 (LFuc)1 (Cer)1 "
ABO4g,"Abo Blood Group (Transferase A, Alpha 1-3-N-Acetylgalactosaminyltransferase",ABO,"Blood group synthesis","Uridine-5'-Diphosphate-N-Acetyl-D-Galactosamine + Type Iih Glycolipid  -> Proton + Uridine Diphosphate + (Gal)2 (GalNac)1 (Glc)1 (GlcNac)1 (LFuc)1 (Cer)1 "
ABO5g,"Abo Blood Group (Transferase A, Alpha 1-3-N-Acetylgalactosaminyltransferase",ABO,"Blood group synthesis","Uridine-5'-Diphosphate-N-Acetyl-D-Galactosamine + Type Iiih Glycolipid  -> Proton + Uridine Diphosphate + Type Iiia Glycolipid "
ABO6g,"Abo Blood Group (Transferase A, Alpha 1-3-N-Acetylgalactosaminyltransferase",ABO,"Blood group synthesis","Uridine-5'-Diphosphate-N-Acetyl-D-Galactosamine + Vi2Fuc-Nlc6  -> Proton + Uridine Diphosphate + (Gal)3 (GalNac)1 (Glc)1 (GlcNac)2 (LFuc)1 (Cer)1 "
ABO7g,"Abo Blood Group (Transferase A, Alpha 1-3-N-Acetylgalactosaminyltransferase",ABO,"Blood group synthesis","Uridine-5'-Diphosphate-N-Acetyl-D-Galactosamine + (Gal)4 (GalNac)1 (Glc)1 (GlcNac)2 (LFuc)2 (Cer)1  -> Proton + Uridine Diphosphate + Type Iiiab "
ABO8g,"Abo Blood Group (Transferase A, Alpha 1-3-N-Acetylgalactosaminyltransferase",ABO,"Blood group synthesis","Uridine-5'-Diphosphate-D-Galactose + Vi2Fuc-Nlc6  -> Proton + Uridine Diphosphate + (Gal)4 (Glc)1 (GlcNac)2 (LFuc)1 (Cer)1 "
ABO9g,"Abo Blood Group (Transferase A, Alpha 1-3-N-Acetylgalactosaminyltransferase",ABO,"Blood group synthesis","2 Uridine-5'-Diphosphate-D-Galactose + (Gal)4 (Glc)1 (GlcNac)3 (LFuc)2 (Cer)1  -> 2 Proton + 2 Uridine Diphosphate + (Gal)6 (Glc)1 (GlcNac)3 (LFuc)2 (Cer)1 "
ABTArm,"4-Aminobutyrate Transaminase, Reversible, Mitochondrial",ABAT | ABAT,"Glutamate metabolism","2-Oxoglutarate + 4-Aminobutanoate  <=> L-Glutamate + Succinic Semialdehyde "
ABTD,"L-Arabinitol 4-Dehydrogenase",,"Pentose phosphate pathway","Nicotinamide Adenine Dinucleotide + L-Arabinitol  <=> Proton + Nicotinamide Adenine Dinucleotide - Reduced + L-Xylulose "
ABTti,"L-Arabinitol Transport via Passive Diffusion",,"Transport, extracellular","L-Arabinitol  -> L-Arabinitol "
ABUTt2rL,"4-Aminobutyrate Reversible Transport in via Proton Symport, Lysosomal",SLC36A1,"Transport, lysosomal","Proton + 4-Aminobutanoate  <=> Proton + 4-Aminobutanoate "
ABUTt4_2_r,"4-Aminobutyrate Reversible Transport in via Sodium Symport (1:2)",SLC6A1 | SLC6A11 | SLC6A13 | SLC6A12,"Transport, extracellular","2 Sodium + 4-Aminobutanoate  <=> 2 Sodium + 4-Aminobutanoate "
ACACT10m,"Acetyl Coenzyme A C-Acetyltransferase, Mitochondrial",ACAT1 | HADHB | ACAA2,"Valine, leucine, and isoleucine metabolism","Coenzyme A + 2-Methylacetoacetyl Coenzyme A  <=> Acetyl Coenzyme A + Propanoyl Coenzyme A "
ACACT1rm,"Acetyl Coenzyme A C-Acetyltransferase, Mitochondrial",(HADHA & HADHB) | ACAT1,"Tryptophan metabolism","2 Acetyl Coenzyme A  -> Coenzyme A + Acetoacetyl Coenzyme A "
ACACT1x,"Acetyl Coenzyme A C-Acetyltransferase",ACAT2,"Cholesterol metabolism","2 Acetyl Coenzyme A  -> Coenzyme A + Acetoacetyl Coenzyme A "
ACACt2m,"Acetoacetate Mitochondrial Transport via H+ Symport",SLC16A1,"Transport, mitochondrial","Proton + Acetoacetate  <=> Proton + Acetoacetate "
ACACT4p,"Acetyl Coenzyme A C-Acetyltransferase (Octanoyl Coenzyme A), Peroxisomal",ACAA1,"Fatty acid oxidation","Coenzyme A + 3-Oxodecanoyl Coenzyme A  -> Acetyl Coenzyme A + Octanoyl Coenzyme A (N-C8:0 Coenzyme A) "
ACACT5p,"Acetyl Coenzyme A C-Acyltransferase (Decanoyl Coenzyme A), Peroxisomal",ACAA1,"Fatty acid oxidation","Coenzyme A + 3-Oxododecanoyl Coenzyme A  -> Acetyl Coenzyme A + Decanoyl Coenzyme A (N-C10:0 Coenzyme A) "
ACACT6p,"Acetyl Coenzyme A C-Acetyltransferase (Dodecanoyl), Peroxisomal",ACAA1,"Fatty acid oxidation","Coenzyme A + 3-Oxotetradecanoyl Coenzyme A  -> Acetyl Coenzyme A + Lauroyl Coenzyme A "
ACACT7p,"Acetyl Coenzyme A Acyltransferase (Tetradecanoyl Coenzyme A), Peroxisomal",ACAA1,"Fatty acid oxidation","Coenzyme A + 3-Oxopalmitoyl Coenzyme A  -> Acetyl Coenzyme A + Myristoyl Coenzyme A "
ACACT8p,"Acetyl Coenzyme A Acyltransferase (Hexadecanoyl Coenzyme A), Peroxisomal",ACAA1,"Fatty acid oxidation","Coenzyme A + 3-Oxooctadecanoyl Coenzyme A  -> Acetyl Coenzyme A + Palmitoyl Coenzyme A (N-C16:0 Coenzyme A) "
ACACT9p,"Acetyl Coenzyme A Acyltransferase (Tetracosanoyl Coenzyme A), Peroxisomal",ACAA1,"Fatty acid oxidation","Coenzyme A + 3-Oxohexacosyl Coenzyme A  -> Acetyl Coenzyme A + Tetracosanoyl Coenzyme A "
ACACtx,"Acetoacetate Intracellular Transport Unknown Mechanism",,"Transport, peroxisomal","Acetoacetate  <=> Acetoacetate "
ACALDtm,"Acetaldehyde Mitochondrial Diffusion",,"Transport, mitochondrial","Acetaldehyde  <=> Acetaldehyde "
ACALDtr,"Acetaldehyde Reversible Transport, Endoplasmatic Reticulum",,"Transport, endoplasmic reticular","Acetaldehyde  <=> Acetaldehyde "
ACALDtx,"Acetaldehyde Peroxisomal Diffusion",,"Transport, peroxisomal","Acetaldehyde  <=> Acetaldehyde "
ACCOACm,"Acetyl Coenzyme A Carboxylase, Beta Isoform",ACACB,"Fatty acid oxidation","Acetyl Coenzyme A + Adenosine Triphosphate + Bicarbonate  -> Proton + Adenosine Diphosphate + Orthophosphate + Malonyl Coenzyme A "
ACCOAgt,"Acetyl Coenzyme A Transport",SLC33A1,"Transport, extracellular","Acetyl Coenzyme A  <=> Acetyl Coenzyme A "
ACCOALm,"Acetate Coenzyme A Ligase (AMP-Forming)",ACSS1 | ACSS3,"Propanoate metabolism","Coenzyme A + Adenosine Triphosphate + Propionate  -> Propanoyl Coenzyme A + Adenosine Monophosphate + Diphosphate "
ACCOAtn,"Acetyl Coenzyme A Transport, Nuclear",,"Transport, nuclear","Acetyl Coenzyme A  <=> Acetyl Coenzyme A "
ACCOAtr,"Acetyl Coenzyme A Transport",SLC33A1,"Transport, endoplasmic reticular","Acetyl Coenzyme A  <=> Acetyl Coenzyme A "
ACETONEt2,"Acetone Transport via Proton Symport",SLC16A1 | SLC16A3 | SLC16A7,"Transport, extracellular","Proton + Acetone  <=> Proton + Acetone "
ACETONEt2m,"Acetone Mitochondrial Transport via Proton Symport",SLC16A1,"Transport, mitochondrial","Proton + Acetone  <=> Proton + Acetone "
ACGAGBSIDEtg,"Acgagbside Hs Intracellular Transport",,"Transport, golgi apparatus","Alpha-GalNac-Globoside  <=> Alpha-GalNac-Globoside "
ACGAGBSIDEtl,"Acgagbside Hs Intracellular Transport",,"Transport, lysosomal","Alpha-GalNac-Globoside  <=> Alpha-GalNac-Globoside "
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEte,"Blood Group Intracellular Transport",,"Transport, extracellular","Type Iiia Glycolipid  <=> Type Iiia Glycolipid "
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEtg,"Blood Group Intracellular Transport",,"Transport, golgi apparatus","Type Iiia Glycolipid  <=> Type Iiia Glycolipid "
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEte,"Blood Group Intracellular Transport",,"Transport, extracellular","Type Iiiab  <=> Type Iiiab "
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEtg,"Blood Group Intracellular Transport",,"Transport, golgi apparatus","Type Iiiab  <=> Type Iiiab "
ACGALK,"N-Acetylgalactosamine Kinase",,"Aminosugar metabolism","Adenosine Triphosphate + N-Acetyl-D-Galactosamine  -> Proton + Adenosine Diphosphate + N-Acetyl-D-Galactosamine 1-Phosphate "
ACGALK2,"N-Acetylgalactosamine Kinase (ITP)",,"Aminosugar metabolism","N-Acetyl-D-Galactosamine + Iinosine-5'-Triphosphate  -> Proton + N-Acetyl-D-Galactosamine 1-Phosphate + Inosine-5'-Diphosphate "
ACGALtlg,"N-Acetyl-Galactosamine Intracellular Transport",,"Transport, golgi apparatus","N-Acetyl-D-Galactosamine  <=> N-Acetyl-D-Galactosamine "
ACGALtly,"N-Acetyl-Galactosamine Lysosomal Efflux",,"Transport, lysosomal","N-Acetyl-D-Galactosamine  -> N-Acetyl-D-Galactosamine "
ACGAM6PSi,"N-Acetylglucosamine-6-Phosphate Synthase",GNPNAT1,"Aminosugar metabolism","Acetyl Coenzyme A + D-Glucosamine-6-Phosphate  -> Proton + Coenzyme A + N-Acetyl-D-Glucosamine 6-Phosphate "
ACGAMK,"N-Acetylglucosamine Kinase",NAGK,"Aminosugar metabolism","Adenosine Triphosphate + N-Acetyl-D-Glucosamine  -> Proton + Adenosine Diphosphate + N-Acetyl-D-Glucosamine 6-Phosphate "
ACGAMPM,"Phosphoacetylglucosamine Mutase",PGM3,"Aminosugar metabolism","N-Acetyl-D-Glucosamine 6-Phosphate  <=> N-Acetyl-D-Glucosamine 1-Phosphate "
ACGAMtly,"N-Acetyl-Glucosamine Lysosomal Efflux",,"Transport, lysosomal","N-Acetyl-D-Glucosamine  -> N-Acetyl-D-Glucosamine "
ACGBGBSIDEtg,"Acgbgbside Hs Intracellular Transport",,"Transport, golgi apparatus","Beta-GalNac-Globoside  <=> Beta-GalNac-Globoside "
ACGBGBSIDEtl,"Acgbgbside Hs Intracellular Transport",,"Transport, lysosomal","Beta-GalNac-Globoside  <=> Beta-GalNac-Globoside "
ACGPID,"N-Acetylglucosaminylphosphatidylinositol Deacetylase",PIGL,"Phosphatidylinositol phosphate metabolism","Water + 6-(N-Acetyl-Alpha-D-Glucosaminyl)-1-Phosphatidyl-1D-Myo-Inositol  -> Acetate + D-Glucosaminylphosphatidylinositol "
ACGSm,"N-Acteylglutamate Synthase, Mitochondrial",NAGS,"Urea cycle","L-Glutamate + Acetyl Coenzyme A  -> Proton + Coenzyme A + N-Acetyl-L-Glutamate "
ACHEe,"Acetylcholinesterase",ACHE | ACHE,"Glycerophospholipid metabolism","Water + Acetylcholine  -> Proton + Acetate + Choline "
ACHtn,"Acetylcholin Transport, Nuclear through Pores",,"Transport, nuclear","Acetylcholine  <=> Acetylcholine "
ACHVESSEC,"Acetylcholine Secretion via Secretory Vesicle (ATP Driven)",SLC18A3,"Transport, extracellular","Water + Adenosine Triphosphate + Acetylcholine  -> Proton + Adenosine Diphosphate + Orthophosphate + Acetylcholine "
ACITL,"ATP-Citrate Lyase",ACLY | ACLY,"Citric acid cycle","Adenosine Triphosphate + Coenzyme A + Citrate  -> Adenosine Diphosphate + Orthophosphate + Acetyl Coenzyme A + Oxaloacetate "
ACN13ACNGALGBSIDEte,"Acn13Acngalgbside Hs Transport",,"Transport, extracellular","Sialyl-(1,3)-Sialyl-(2,6)-Galactosylgloboside  <=> Sialyl-(1,3)-Sialyl-(2,6)-Galactosylgloboside "
ACN13ACNGALGBSIDEtg,"Acn13Acngalgbside Hs Intracellular Transport",,"Transport, golgi apparatus","Sialyl-(1,3)-Sialyl-(2,6)-Galactosylgloboside  <=> Sialyl-(1,3)-Sialyl-(2,6)-Galactosylgloboside "
ACN23ACNGALGBSIDEte,"Acn23Acngalgbside Transport",,"Transport, extracellular","Salyl-(2,3)-Sialyl-(2,6)-Galactosylgloboside  <=> Salyl-(2,3)-Sialyl-(2,6)-Galactosylgloboside "
ACN23ACNGALGBSIDEtg,"Acn23Acngalgbside Intracellular Transport",,"Transport, golgi apparatus","Salyl-(2,3)-Sialyl-(2,6)-Galactosylgloboside  <=> Salyl-(2,3)-Sialyl-(2,6)-Galactosylgloboside "
ACNACNGAL14ACGLCGALGLUSIDEte,"Blood Group Intracellular Transport",,"Transport, extracellular","3',8'-LD1  <=> 3',8'-LD1 "
ACNACNGAL14ACGLCGALGLUSIDEtg,"Blood Group Intracellular Transport",,"Transport, golgi apparatus","3',8'-LD1  <=> 3',8'-LD1 "
ACNACNGALGBSIDEte,"Acnacngalgbside Hs Transport",,"Transport, extracellular","Disialyl-Galactosylgloboside  <=> Disialyl-Galactosylgloboside "
ACNACNGALGBSIDEtg,"Acnacngalgbside Hs Intracellular Transport",,"Transport, golgi apparatus","Disialyl-Galactosylgloboside  <=> Disialyl-Galactosylgloboside "
ACNAM9PL,"N-Acetylneuraminate 9-Phosphate Pyruvate-Lyase (Pyruvate-Phosphorylating)",NANS,"Aminosugar metabolism","Water + N-Acetyl-D-Mannosamine 6-Phosphate + Phosphoenolpyruvate  -> Orthophosphate + N-Acetylneuraminate 9-Phosphate "
ACNAM9PL2,"N-Acetylneuraminate 9-Phosphate Pyruvate-Lyase (Pyruvate-Phosphorylating)",NANS,"Aminosugar metabolism","Water + Phosphoenolpyruvate + D-Mannose 6-Phosphate  -> Orthophosphate + 2-Keto-3-Deoxy-D-Glycero-D-Galactononic Acid 9-Phosphate "
ACNAMlt,"N-Acetylneuraminate Transport into Lysososme",SLC17A5,"Transport, lysosomal","Proton + N-Acetylneuraminate  <=> Proton + N-Acetylneuraminate "
ACNAMPH,"N-Acetylneuraminate 9-Phosphate Phosphohydrolase",NANP | ACP5 | ACP6 ,"Aminosugar metabolism","Water + N-Acetylneuraminate 9-Phosphate  -> Orthophosphate + N-Acetylneuraminate "
ACNAMtn,"N-Acetylneuraminate Nuclear Import",,"Transport, nuclear","N-Acetylneuraminate  -> N-Acetylneuraminate "
ACNGALACGLCGAL14ACGLCGALGLUSIDEte,"Blood Group Intracellular Transport",,"Transport, extracellular","Vi3Neuac-Nlc6Cer  <=> Vi3Neuac-Nlc6Cer "
ACNGALACGLCGAL14ACGLCGALGLUSIDEtg,"Blood Group Intracellular Transport",,"Transport, golgi apparatus","Vi3Neuac-Nlc6Cer  <=> Vi3Neuac-Nlc6Cer "
ACNMLr,"N-Acetylneuraminate Lyase (Reversible)",,"Aminosugar metabolism","N-Acetylneuraminate  <=> Pyruvate + N-Acetyl-D-Mannosamine "
ACOAD10m,"Acyl Coenzyme A Dehydrogenase (2-Methylbutanoyl Coenzyme A), Mitochondrial",ACADSB | ACADM,"Valine, leucine, and isoleucine metabolism","2-Methylbutanoyl Coenzyme A + Flavin Adenine Dinucleotide Oxidized  -> 2-Methylcrotonoyl Coenzyme A + Flavin Adenine Dinucleotide Reduced "
ACOAD1fm,"Acyl Coenzyme A Dehydrogenase (Butanoyl Coenzyme A), Mitochondrial",ACAD10 | ACADSB | ACADS | ACADM | ACAD11 | ACAD8 | ACAD9,"Butanoate metabolism","Flavin Adenine Dinucleotide Oxidized + Butanoyl Coenzyme A  -> Crotonoyl Coenzyme A + Flavin Adenine Dinucleotide Reduced "
ACOAD8m,"Acyl Coenzyme A Dehydrogenase (Isovaleryl Coenzyme A), Mitochondrial",IVD,"Valine, leucine, and isoleucine metabolism","Flavin Adenine Dinucleotide Oxidized + Isovaleryl Coenzyme A  -> Flavin Adenine Dinucleotide Reduced + 3-Methylbut-2-Enoyl Coenzyme A "
ACOAD9m,"Acyl Coenzyme A Dehydrogenase (Isobutyryl Coenzyme A), Mitochondrial",ACADM | ACAD8,"Valine, leucine, and isoleucine metabolism","Flavin Adenine Dinucleotide Oxidized + Isobutyryl Coenzyme A  -> Flavin Adenine Dinucleotide Reduced + 2-Methylprop-2-Enoyl Coenzyme A "
ACOAHi,"Acetyl Coenzyme A Hydrolase",ACOT12,"Pyruvate metabolism","Water + Acetyl Coenzyme A  -> Proton + Coenzyme A + Acetate "
ACOAO7p,"Acyl Coenzyme A Oxidase (Hexadecanoyl Coenzyme A), Peroxisomal",ACOX1 | ACOX1,"Fatty acid oxidation","Palmitoyl Coenzyme A (N-C16:0 Coenzyme A) + Oxygen  -> Hydrogen Peroxide + Trans-Hexadec-2-Enoyl Coenzyme A "
ACODA,"Acetylornithine Deacetylase",ACY1,"Urea cycle","Water + N(2)-Acetyl-L-Ornithine  -> Acetate + Ornithine "
ACONTm,"Aconitate Hydratase",ACO2 | ACO1,"Citric acid cycle","Citrate  <=> Isocitric Acid "
ACOX22x,"Acyl-Coenzyme A Oxidase 2, Branched Chain",ACOX2,"Bile acid synthesis","0.5 Oxygen + Flavin Adenine Dinucleotide Reduced + 3Alpha,7Alpha-Dihydroxy-5Beta-Cholest-24-Enoyl Coenzyme A  -> Flavin Adenine Dinucleotide Oxidized + 3Alpha,7Alpha,24-Trihydroxy-5Beta-Cholestanoyl Coenzyme A "
ACOX2x,"Acyl-Coenzyme A Oxidase 2, Branched Chain",ACOX2,"Bile acid synthesis","Oxygen + Flavin Adenine Dinucleotide Reduced + (25S)-3Alpha,7Alpha,12Alpha-Trihydroxy-5Beta-Cholestan-26-Oyl Coenzyme A  -> Flavin Adenine Dinucleotide Oxidized + 2 Water + 3Alpha,7Alpha,12Alpha-Trihydroxy-5Beta-Cholest-24-Enoyl Coenzyme A "
ACP1_FMN_,"Acid Phosphatase (FMN)",ACP1 | ACP1 | ACP1 | ACPP | ACP6 | ACP5,"Vitamin B2 metabolism","Water + Flavin Mononucleotide  -> Orthophosphate + Riboflavin "
ACRNtm,"O-Acetylcarnintine Transport into Mitochondria via Diffusion",SLC25A20,"Transport, mitochondrial","O-Acetylcarnitine  <=> O-Acetylcarnitine "
ACS2,"Acetyl Coenzyme A Synthase (Propionate)",ACSS2 | AACS | ACSS2,"Propanoate metabolism","Adenosine Triphosphate + Coenzyme A + Propionate  -> Adenosine Monophosphate + Diphosphate + Propanoyl Coenzyme A "
ACSm,"Acetyl Coenzyme A Synthetase",ACSS1,"Glycolysis/gluconeogenesis","Coenzyme A + Adenosine Triphosphate + Acetate  -> Acetyl Coenzyme A + Adenosine Monophosphate + Diphosphate "
ACSRTNMT,"S-Adenosyl-L-Homocysteine:N-Acetylserotonin O-Methyltransferase",ASMT,"Tryptophan metabolism","S-Adenosyl-L-Methionine + N-Acetylserotonin  -> Proton + S-Adenosyl-L-Homocysteine + Melatonin "
ACt2m,"Acetate Mitochondrial Transport via Proton Symport",,"Transport, mitochondrial","Proton + Acetate  <=> Proton + Acetate "
ACt2r,"Acetate Reversible Transport via Proton Symport",,"Transport, extracellular","Proton + Acetate  <=> Proton + Acetate "
ACtg,"Acetate Transport, Golgi Apparatus",,"Transport, golgi apparatus","Acetate  <=> Acetate "
ACTLMO,"Acetol Monooxygenase",CYP2E1,"Pyruvate metabolism","Oxygen + Proton + Nicotinamide Adenine Dinucleotide Phosphate - Reduced + Hydroxyacetone  -> 2 Water + Nicotinamide Adenine Dinucleotide Phosphate + Methylglyoxal "
ACTNMO,"Acetone Monooxygenase",CYP2E1,"Pyruvate metabolism","Oxygen + Proton + Nicotinamide Adenine Dinucleotide Phosphate - Reduced + Acetone  -> Water + Nicotinamide Adenine Dinucleotide Phosphate + Hydroxyacetone "
ADA,"Adenosine Deaminase",ADA,"Purine catabolism","Water + Proton + Adenosine  -> Ammonium + Inosine "
ADAe,"Adenosine Deaminase, Extracellular",ADA,"Purine catabolism","Proton + Water + Adenosine  -> Ammonium + Inosine "
ADCim,"Acetoacetate Decarboxylation (Irreversible), Mitochondrial",,"Propanoate metabolism","Proton + Acetoacetate  -> Carbon Dioxide + Acetone "
ADEt,"Adenine Reversible Transport, Cytosol",SLC29A2,"Transport, extracellular","Adenine  <=> Adenine "
ADK1m,"Adenylate Kinase, Mitochondrial",AK4 | AK4 | AK2 | AK2 | AK2 | AK4,"Nucleotide interconversion","Adenosine Triphosphate + Adenosine Monophosphate  <=> 2 Adenosine Diphosphate "
ADK3,"Adentylate Kinase (GTP)",AK5 | AK5,"Nucleotide interconversion","Adenosine Monophosphate + Guanosine-5'-Triphosphate  <=> Adenosine Diphosphate + Guanosine-5'-Diphosphate "
ADK3m,"Adentylate Kinase (GTP)",AK3,"Nucleotide interconversion","Adenosine Monophosphate + Guanosine-5'-Triphosphate  <=> Adenosine Diphosphate + Guanosine-5'-Diphosphate "
ADKd,"Adenylate Kinase (D Form)",AK5 | AK5,"Nucleotide interconversion","Deoxyadenosine Monophosphate + Deoxyadenosine Triphosphate  <=> 2 Deoxyadenosine Diphosphate "
ADMDC,"Adenosylmethionine Decarboxylase",AMD1,"Arginine and proline metabolism","Proton + S-Adenosyl-L-Methionine  -> Carbon Dioxide + S-Adenosylmethioninamine "
ADNCYC,"Adenylate Cyclase",ADCY6 | ADCY10 | ADCY3 | ADCY6 | ADCY8 | ADCY2 | ADCY7 | ADCY1 | ADCY4 | ADCY9 | ADCY5,"Nucleotide interconversion","Adenosine Triphosphate  -> Diphosphate + 3,5-Cyclic Adenosine Monophosphate "
ADNK1m,"Adenosine Kinase, Mitochondrial",,"Nucleotide interconversion","Adenosine Triphosphate + Adenosine  -> Proton + Adenosine Diphosphate + Adenosine Monophosphate "
ADNt,"Adenosine Faciliated Transport in Cytosol",SLC29A2 | SLC29A1,"Transport, extracellular","Adenosine  <=> Adenosine "
ADNt4,"Adenosine Transport (Na/Adn Symport)",SLC28A1 | SLC28A1 | SLC28A3 | SLC28A2,"Transport, extracellular","Sodium + Adenosine  -> Sodium + Adenosine "
ADNtl,"Adenosine Faciliated Transport from Lysosome",SLC29A3,"Transport, lysosomal","Adenosine  <=> Adenosine "
ADNtm,"Adenosine Faciliated Transport in Mitochondria",SLC29A1,"Transport, mitochondrial","Adenosine  <=> Adenosine "
ADPMAN,"ADPmannose Diphosphatase",NUDT5,"Nucleotide interconversion","Water + Adenosine-5'-Diphosphate-D-Mannose  -> 2 Proton + Adenosine Monophosphate + D-Mannose 1-Phosphate "
ADPRIBt,"ADPribose Transport",CD38,"Transport, extracellular","Adenosine-5'-Diphosphate-Ribose  -> Adenosine-5'-Diphosphate-Ribose "
ADPtx,"ADP Transporter, Peroxisomal",,"Transport, peroxisomal","Adenosine Diphosphate  <=> Adenosine Diphosphate "
ADRNCOAtx,"Fatty Acid Intracellular Transport",,"Transport, peroxisomal","Adrenoyl Coenzyme A  <=> Adrenoyl Coenzyme A "
ADRNCPT1,"Carnitine O-Palmitoyltransferase",CPT1B | CPT1B | CPT1B | CPT1C | CPT1A | CPT1B,"Fatty acid oxidation","Adrenoyl Coenzyme A + L-Carnitine  <=> Coenzyme A + Ocosatetraenoylcarnitine "
ADRNCPT2,"Carnitine Transferase",CPT2,"Fatty acid oxidation","Coenzyme A + Ocosatetraenoylcarnitine  <=> Adrenoyl Coenzyme A + L-Carnitine "
ADRNCRNt,"Transport into the Mitochondria (Carnitine)",SLC25A20 | SLC25A20,"Fatty acid oxidation","Ocosatetraenoylcarnitine  <=> Ocosatetraenoylcarnitine "
ADRNLPVESSEC,"Adrenaline Secretion via Secretory Vesicle (ATP Driven)",SLC18A1 | SLC18A2,"Transport, extracellular","Water + Adenosine Triphosphate + Adrenaline  -> Proton + Adenosine Diphosphate + Orthophosphate + Adrenaline "
ADRNt,"Fatty Acid Transport via Diffusion",,"Transport, extracellular","Adrenic Acid  <=> Adrenic Acid "
