Rxn,min_AST,max_AST,min_GBM,max_GBM,min_ODG,max_ODG,Formula
ACGAM6PSi,0,2.29031855880635e-06,0,6.08483594533027e-06,0,1.07220303675604e-05,"Acetyl Coenzyme A + D-Glucosamine-6-Phosphate  -> Proton + Coenzyme A + N-Acetyl-D-Glucosamine 6-Phosphate "
ACGAMK,0,3.73237101788012e-06,0,1.16074429712398e-05,0,1.65674142067473e-05,"Adenosine Triphosphate + N-Acetyl-D-Glucosamine  -> Proton + Adenosine Diphosphate + N-Acetyl-D-Glucosamine 6-Phosphate "
ACGAMPM,0,3.73237103682792e-06,0,1.16074429534763e-05,0,1.65674139902069e-05,"N-Acetyl-D-Glucosamine 6-Phosphate  <=> N-Acetyl-D-Glucosamine 1-Phosphate "
ACGAMtly,0,3.73237101788012e-06,0,1.16074429712398e-05,0,1.65674141499039e-05,"N-Acetyl-D-Glucosamine  -> N-Acetyl-D-Glucosamine "
ACGPID,NaN,NaN,0,3.54636211308268e-06,NaN,NaN,"Water + 6-(N-Acetyl-Alpha-D-Glucosaminyl)-1-Phosphatidyl-1D-Myo-Inositol  -> Acetate + D-Glucosaminylphosphatidylinositol "
ACITL,0,3.05375809003553e-06,0,9.49699873142862e-06,0,1.18629088774469e-05,"Adenosine Triphosphate + Coenzyme A + Citrate  -> Adenosine Diphosphate + Orthophosphate + Acetyl Coenzyme A + Oxaloacetate "
ACNAM9PL,0,9.07874027535473e-07,0,4.74849939102739e-06,0,3.99726580250391e-06,"Water + N-Acetyl-D-Mannosamine 6-Phosphate + Phosphoenolpyruvate  -> Orthophosphate + N-Acetylneuraminate 9-Phosphate "
ACNAM9PL2,0,1.52687904630966e-06,0,4.74849923648435e-06,0,6.64220539192684e-06,"Water + Phosphoenolpyruvate + D-Mannose 6-Phosphate  -> Orthophosphate + 2-Keto-3-Deoxy-D-Glycero-D-Galactononic Acid 9-Phosphate "
ACNAMPH,0,9.07874027535473e-07,0,4.74849939102739e-06,0,3.99726580250391e-06,"Water + N-Acetylneuraminate 9-Phosphate  -> Orthophosphate + N-Acetylneuraminate "
ACNAMlt,-2.79927826341009e-06,0,-8.70558224974616e-06,0,-1.25017153935758e-05,0,"Proton + N-Acetylneuraminate  <=> Proton + N-Acetylneuraminate "
ACNAMt2,0,5.59855652682017e-06,0,3.80813806017954e-05,0,2.54717686800632e-05,"Proton + N-Acetylneuraminate  -> Proton + N-Acetylneuraminate "
ACNAMtn,0,1.11971130252186e-05,0,3.80813811489134e-05,0,4.87095064229948e-05,"N-Acetylneuraminate  -> N-Acetylneuraminate "
ACNMLr,NaN,NaN,0,4.74849939102739e-06,NaN,NaN,"N-Acetylneuraminate  <=> Pyruvate + N-Acetyl-D-Mannosamine "
ACOAD10m,0,111.886447387381,0,0.00017659859372543,0,2.20980654432879e-05,"2-Methylbutanoyl Coenzyme A + Flavin Adenine Dinucleotide Oxidized  -> 2-Methylcrotonoyl Coenzyme A + Flavin Adenine Dinucleotide Reduced "
ACOAD1fm,0,88.0018334875053,0,0.000375481128362054,0,3.06734981450063e-05,"Flavin Adenine Dinucleotide Oxidized + Butanoyl Coenzyme A  -> Crotonoyl Coenzyme A + Flavin Adenine Dinucleotide Reduced "
ACOAD8m,0,116.488903240003,0,0.000406892052609464,0,2.14005155676489e-05,"Flavin Adenine Dinucleotide Oxidized + Isovaleryl Coenzyme A  -> Flavin Adenine Dinucleotide Reduced + 3-Methylbut-2-Enoyl Coenzyme A "
ACOAD9m,0,252.000408385694,0,0.000840786644516811,0,0.000146312079039035,"Flavin Adenine Dinucleotide Oxidized + Isobutyryl Coenzyme A  -> Flavin Adenine Dinucleotide Reduced + 2-Methylprop-2-Enoyl Coenzyme A "
ACOAO7p,0,87.3897111682417,NaN,NaN,0,162.238962686118,"Palmitoyl Coenzyme A (N-C16:0 Coenzyme A) + Oxygen  -> Hydrogen Peroxide + Trans-Hexadec-2-Enoyl Coenzyme A "
ACONT,-1000,1000,-996.689998006529,1000,-1000,1000,"Citrate  <=> Isocitric Acid "
ACONTm,-1000,1000,-1000,1000,-1000,1000,"Citrate  <=> Isocitric Acid "
ACP1_FMN_,0,3.05375807840846e-06,0,9.49699874297494e-06,0,1.32844108406971e-05,"Water + Flavin Mononucleotide  -> Orthophosphate + Riboflavin "
ACRNtm,NaN,NaN,-1000,639.2883937221,NaN,NaN,"O-Acetylcarnitine  <=> O-Acetylcarnitine "
ACS,NaN,NaN,NaN,NaN,0,8.33615129707255e-05,"Adenosine Triphosphate + Coenzyme A + Acetate  -> Acetyl Coenzyme A + Adenosine Monophosphate + Diphosphate "
ACS2,NaN,NaN,NaN,NaN,0,4.87095055916598e-05,"Adenosine Triphosphate + Coenzyme A + Propionate  -> Adenosine Monophosphate + Diphosphate + Propanoyl Coenzyme A "
ACSm,0,1.11971130536404e-05,NaN,NaN,NaN,NaN,"Coenzyme A + Adenosine Triphosphate + Acetate  -> Acetyl Coenzyme A + Adenosine Monophosphate + Diphosphate "
ACTNMO,NaN,NaN,180.355803138951,180.360100859843,NaN,NaN,"Oxygen + Proton + Nicotinamide Adenine Dinucleotide Phosphate - Reduced + Acetone  -> Water + Nicotinamide Adenine Dinucleotide Phosphate + Hydroxyacetone "
ACYP,0,3.05375806419761e-06,0,9.49699874291943e-06,0,1.32844106701668e-05,"Water + 3-Phospho-D-Glyceroyl Phosphate  -> Proton + Orthophosphate + 3-Phospho-D-Glycerate "
ACt2m,NaN,NaN,-5.00930559899082e-05,0,-8.33615115425346e-05,0,"Proton + Acetate  <=> Proton + Acetate "
ACtg,-3.52664978067413e-07,0,-1.00004018577238e-06,0,-1.40251038782679e-06,0,"Acetate  <=> Acetate "
ADCim,NaN,NaN,180.355803138951,180.360100859843,NaN,NaN,"Proton + Acetoacetate  -> Carbon Dioxide + Acetone "
ADEt,-526.129733948036,-233.170053436613,-982.947424505856,-982.947205252199,-572.320029528902,-572.318849757135,"Adenine  <=> Adenine "
ADK1,-490.451659755273,-331.603137141779,-76.8023041254661,-76.8012489984016,-519.88972137568,-519.888591886502,"Adenosine Triphosphate + Adenosine Monophosphate  <=> 2 Adenosine Diphosphate "
ADK1m,-1000,1000,-1000,129.627141416501,NaN,NaN,"Adenosine Triphosphate + Adenosine Monophosphate  <=> 2 Adenosine Diphosphate "
ADK3m,-1000,1000,-1000,1000,0,6.72090581304019e-05,"Adenosine Monophosphate + Guanosine-5'-Triphosphate  <=> Adenosine Diphosphate + Guanosine-5'-Diphosphate "
ADMDC,0,2.39938134427575e-06,0,7.17243915460131e-06,0,7.49246737541398e-06,"Proton + S-Adenosyl-L-Methionine  -> Carbon Dioxide + S-Adenosylmethioninamine "
ADNCNT3tc,NaN,NaN,NaN,NaN,0,1.37787907306119e-05,"Proton + Adenosine  <=> Proton + Adenosine "
ADNCYC,0,1.11971130536404e-05,0,3.48223285300264e-05,0,4.87095049095387e-05,"Adenosine Triphosphate  -> Diphosphate + 3,5-Cyclic Adenosine Monophosphate "
ADNK1,0,3.05375809261932e-06,NaN,NaN,NaN,NaN,"Adenosine Triphosphate + Adenosine  -> Proton + Adenosine Diphosphate + Adenosine Monophosphate "
ADNK1m,0,2.23942259935939e-05,NaN,NaN,0,0.000134418117113455,"Adenosine Triphosphate + Adenosine  -> Proton + Adenosine Diphosphate + Adenosine Monophosphate "
ADNt,0,3.05375806419761e-06,0,1.01181982472553e-05,NaN,NaN,"Adenosine  <=> Adenosine "
ADNtl,0,526.129733948035,0,112.574555804164,0,572.320029528906,"Adenosine  <=> Adenosine "
ADNtm,NaN,NaN,-870.373913710563,-870.3728585835,NaN,NaN,"Adenosine  <=> Adenosine "
ADPACDAc,0,1.11971130536404e-05,0,3.31970218390154e-05,0,4.87095040284657e-05,"Adenosine Triphosphate + Coenzyme A + Adipic Acid  -> Adenosine Monophosphate + Diphosphate + Adipoyl Coenzyme A "
ADPACtd,-1.11971130536404e-05,0,NaN,NaN,-4.47818603106498e-05,0,"Adipic Acid  <=> Adipic Acid "
ADPACtx,0,1.11971132241706e-05,0,3.31970218390154e-05,0,4.87095073822275e-05,"Adipic Acid  <=> Adipic Acid "
ADPCOACROT,-1.11971130536404e-05,0,-3.31970218390154e-05,0,-4.87095040284657e-05,0,"L-Carnitine + Adipoyl Coenzyme A  <=> Coenzyme A + Adipoyl Carnitine "
ADPCOAPTE,0,1.11971132241706e-05,0,3.31970218390154e-05,0,4.87095073822275e-05,"Water + Adipoyl Coenzyme A  -> Proton + Coenzyme A + Adipic Acid "
ADPRDP,0,5.59855652682018e-06,0,1.74111643413966e-05,0,2.43547528953059e-05,"Water + Adenosine-5'-Diphosphate-Ribose  -> 2 Proton + Adenosine Monophosphate + Alpha-D-Ribose 5-Phosphate "
ADPT,0,1.11971130536404e-05,0,3.48223287609528e-05,0,4.87095059895637e-05,"Adenine + 5-Phospho-Alpha-D-Ribose 1-Diphosphate  -> Adenosine Monophosphate + Diphosphate "
ADRNCOAtx,0,3.05375807840846e-06,0,7.89415948714704e-06,0,1.328441055648e-05,"Adrenoyl Coenzyme A  <=> Adrenoyl Coenzyme A "
ADRNCPT1,0,3.05375810683017e-06,0,9.39092471308189e-06,0,1.17311610665638e-05,"Adrenoyl Coenzyme A + L-Carnitine  <=> Coenzyme A + Ocosatetraenoylcarnitine "
ADRNCPT2,0,3.05375810683017e-06,0,9.39092475027437e-06,0,1.17311610665638e-05,"Coenzyme A + Ocosatetraenoylcarnitine  <=> Adrenoyl Coenzyme A + L-Carnitine "
ADRNCRNt,NaN,NaN,-1000,1000,NaN,NaN,"Ocosatetraenoylcarnitine  <=> Ocosatetraenoylcarnitine "
ADRNLtu,NaN,NaN,0,5.40657072924944e-05,NaN,NaN,"Adrenaline  <=> Adrenaline "
ADSK,0,3.05375810683017e-06,0,9.49699868968423e-06,0,1.328441055648e-05,"Adenosine Triphosphate + 5-Adenylyl Sulfate  -> Proton + Adenosine Diphosphate + 3'-Phosphoadenylyl Sulfate "
ADSL1,0,1.63860192969878e-06,0,8.98526857895376e-06,0,6.46893956458619e-06,"N6-(1,2-Dicarboxyethyl)-Adenosine Monophosphate  -> Adenosine Monophosphate + Fumarate "
ADSL2,0,4.86831002332189e-07,0,2.26233612821147e-06,0,2.15002052939006e-06,"(S)-2-[5-Amino-1-(5-Phospho-D-Ribosyl)Imidazole-4-Carboxamido]Succinate  -> Fumarate + 5-Amino-1-(5-Phospho-D-Ribosyl)Imidazole-4-Carboxamide "
ADSS,0,1.63860188810603e-06,0,8.98526857895376e-06,0,6.46893956458619e-06,"L-Aspartate + Guanosine-5'-Triphosphate + Inosine-5'-Monophosphate  -> 2 Proton + Orthophosphate + Guanosine-5'-Diphosphate + N6-(1,2-Dicarboxyethyl)-Adenosine Monophosphate "
AG13T1g,0,1.94169589704119e-07,0,5.73185850338831e-07,0,8.03484771161322e-07,"Uridine-5'-Diphosphate-N-Acetyl-Alpha-D-Glucosamine + Keratan Sulfate Ii Biosynthesis, Precursor 2  -> Proton + Uridine Diphosphate + Keratan Sulfate Ii Biosynthesis, Precursor 3 "
AG13T2g,0,1.94169589704119e-07,0,5.73185850338831e-07,0,8.03484771161322e-07,"Uridine-5'-Diphosphate-N-Acetyl-Alpha-D-Glucosamine + Keratan Sulfate Ii Biosynthesis, Precursor 4  -> Proton + Uridine Diphosphate + Keratan Sulfate Ii Biosynthesis, Precursor 5 "
AG13T3g,0,1.94169589704119e-07,0,5.73185850338831e-07,0,8.03484771161322e-07,"Uridine-5'-Diphosphate-N-Acetyl-Alpha-D-Glucosamine + Keratan Sulfate Ii Biosynthesis, Precursor 7  -> Proton + Uridine Diphosphate + Keratan Sulfate Ii Biosynthesis, Precursor 8 "
AGPAT1,0,1.11971130749566e-05,0,3.48223286685823e-05,0,5.09435362801014e-05,"2 Proton + R Total 2 Coenzyme A + Lysophosphatidic Acid  -> Coenzyme A + Phosphatidate "
AGTim,NaN,NaN,0,0.000364439132983563,NaN,NaN,"L-Alanine + Glyoxylate  -> Pyruvate + Glycine "
AHC,0,1.11971139631351e-05,0,3.17662010900222e-05,0,5.33923437160411e-05,"Water + S-Adenosyl-L-Homocysteine  <=> Adenosine + L-Homocysteine "
AHCYStr,-80.3962098197671,0,-80.6085076273647,0,-64.9639030664426,0,"S-Adenosyl-L-Homocysteine  <=> S-Adenosyl-L-Homocysteine "
AICART,0,4.86831002332189e-07,0,2.26233612821147e-06,0,2.15002052939006e-06,"10-Formyltetrahydrofolate + 5-Amino-1-(5-Phospho-D-Ribosyl)Imidazole-4-Carboxamide  <=> 5,6,7,8-Tetrahydrofolate + 5-Formamido-1-(5-Phospho-D-Ribosyl)Imidazole-4-Carboxamide "
AIRCr,0,4.86831002332189e-07,0,2.26233612821147e-06,0,2.15002052939006e-06,"Carbon Dioxide + 5-Amino-1-(5-Phospho-D-Ribosyl)Imidazole  <=> Proton + 5-Amino-1-(5-Phospho-D-Ribosyl)Imidazole-4-Carboxylate "
AKGDm,180.277560110211,591.021255717323,729.803106620296,729.805787919092,690.937025794882,690.937499214846,"2-Oxoglutarate + Nicotinamide Adenine Dinucleotide + Coenzyme A  -> Nicotinamide Adenine Dinucleotide - Reduced + Carbon Dioxide + Succinyl Coenzyme A "
AKGMALtm,-1000,1000,-1000,1000,-1000,1000,"2-Oxoglutarate + (S)-Malate  <=> 2-Oxoglutarate + (S)-Malate "
ALASERNaEx,0,1000,NaN,NaN,NaN,NaN,"Sodium + L-Alanine + L-Serine  -> Sodium + L-Alanine + L-Serine "
ALASm,0,1000,0,1000,0,1000,"Proton + Glycine + Succinyl Coenzyme A  -> Coenzyme A + Carbon Dioxide + 5-Amino-4-Oxopentanoate "
ALATA_L,-26.7872304111521,592.514964085792,-19.5527846406599,-0.0915490892284936,-61.5887318984192,-61.5885971562737,"2-Oxoglutarate + L-Alanine  <=> Pyruvate + L-Glutamate "
ALAtN1,-1000,1000,-1000,1000,-1000,1000,"Proton + 2 Sodium + L-Alanine  <=> Proton + 2 Sodium + L-Alanine "
ALCD1,-206.791274184526,211.798005890915,-0.000732025704039074,0,-313.859254007873,1.95558152427111e-05,"Nicotinamide Adenine Dinucleotide + Methanol  <=> Proton + Nicotinamide Adenine Dinucleotide - Reduced + Formaldehyde "
ALCD21_D,0,1000,0,1000,0,1000,"Nicotinamide Adenine Dinucleotide + (R)-Propane-1,2-Diol  -> Proton + Nicotinamide Adenine Dinucleotide - Reduced + (R)-Lactaldehyde "
ALCD21_L,0,1000,180.355803138947,1000,0,1000,"Nicotinamide Adenine Dinucleotide + (S)-Propane-1,2-Diol  -> Proton + Nicotinamide Adenine Dinucleotide - Reduced + (S)-Lactaldehyde "
ALCD22_D,0,1000,0,1000,0,1000,"Nicotinamide Adenine Dinucleotide + (R)-Lactaldehyde  -> Proton + Nicotinamide Adenine Dinucleotide - Reduced + Methylglyoxal "
ALCD22_L,0,1000,0,1000,0,1000,"Nicotinamide Adenine Dinucleotide + (S)-Lactaldehyde  -> Proton + Nicotinamide Adenine Dinucleotide - Reduced + Methylglyoxal "
ALCD2if,0,1.11971130536404e-05,0,4.46020358957355e-05,0,7.24819396396015e-05,"Nicotinamide Adenine Dinucleotide + Ethanol  -> Proton + Nicotinamide Adenine Dinucleotide - Reduced + Acetaldehyde "
ALCD2yf,0,1.11971129967969e-05,0,4.46020360129751e-05,0,7.24819395827581e-05,"Nicotinamide Adenine Dinucleotide Phosphate + Ethanol  -> Proton + Nicotinamide Adenine Dinucleotide Phosphate - Reduced + Acetaldehyde "
ALDD20x,NaN,NaN,0,7.64113727349525e-05,0,1.26779032996183e-05,"Water + Nicotinamide Adenine Dinucleotide + Indol-3-Ylacetaldehyde  -> 2 Proton + Nicotinamide Adenine Dinucleotide - Reduced + Indole-3-Acetate "
ALDD20xm,NaN,NaN,0,7.64113731861471e-05,0,1.12326292764919e-05,"Water + Nicotinamide Adenine Dinucleotide + Indol-3-Ylacetaldehyde  -> 2 Proton + Nicotinamide Adenine Dinucleotide - Reduced + Indole-3-Acetate "
ALDD21,0,1000,0,0.000566104279068086,0,0.000370247649016164,"Water + Nicotinamide Adenine Dinucleotide + Pristanal  -> 2 Proton + Nicotinamide Adenine Dinucleotide - Reduced + Pristanic Acid "
ALDD2x,0,1.11971130536404e-05,0,4.25526747989124e-05,0,5.60884614060342e-05,"Water + Nicotinamide Adenine Dinucleotide + Acetaldehyde  -> 2 Proton + Nicotinamide Adenine Dinucleotide - Reduced + Acetate "
ALDD2xm,0,1.11971130536404e-05,0,5.00930559899082e-05,0,8.33615115425346e-05,"Water + Nicotinamide Adenine Dinucleotide + Acetaldehyde  -> 2 Proton + Nicotinamide Adenine Dinucleotide - Reduced + Acetate "
ALDD2y,0,1.11971130062708e-05,0,4.25526749445737e-05,0,5.60884624292157e-05,"Water + Nicotinamide Adenine Dinucleotide Phosphate + Acetaldehyde  -> 2 Proton + Nicotinamide Adenine Dinucleotide Phosphate - Reduced + Acetate "
ALOX5,0,1.11971130536404e-05,0,2.93030317131127e-05,0,4.47818606232886e-05,"Oxygen + Arachidonate  -> 5(S)-Hydroperoxyeicosatetraenoic Acid "
ALOX52,0,1.11971123715193e-05,0,2.69369643532968e-05,0,4.14403548916198e-05,"5(S)-Hydroperoxyeicosatetraenoic Acid  -> Water + Leukotriene A4 "
ALR2,0,1000,0,819.64419686103,0,1000,"Proton + Nicotinamide Adenine Dinucleotide Phosphate - Reduced + Methylglyoxal  -> Nicotinamide Adenine Dinucleotide Phosphate + Hydroxyacetone "
ALR3,0,1000,180.355803138947,1000,0,1000,"Proton + Nicotinamide Adenine Dinucleotide Phosphate - Reduced + Hydroxyacetone  -> Nicotinamide Adenine Dinucleotide Phosphate + (S)-Propane-1,2-Diol "
AMACR2p,0,174.928331410904,0,8.14147326657633e-05,0,0.000171404768671835,"0.5 Oxygen + 3Alpha,7Alpha-Dihydroxy-5Beta-Cholestanoyl Coenzyme A  -> 3Alpha,7Alpha-Dihydroxy-5Beta-Cholest-24-Enoyl Coenzyme A + Water "
AMANK,0,9.07874027535473e-07,0,4.74849939102739e-06,0,3.99726580250391e-06,"Adenosine Triphosphate + N-Acetyl-D-Mannosamine  -> Proton + Adenosine Diphosphate + N-Acetyl-D-Mannosamine 6-Phosphate "
AMETr,0,80.3962098197671,0,80.6085076273647,0,64.9639030664426,"S-Adenosyl-L-Methionine  <=> S-Adenosyl-L-Methionine "
AMETt2m,0,4.58063716024526e-06,0,2.09758137259541e-05,0,1.61812830015151e-05,"S-Adenosyl-L-Methionine + S-Adenosyl-L-Homocysteine  <=> S-Adenosyl-L-Homocysteine + S-Adenosyl-L-Methionine "
AMPDA,6.93642218479905,141.047598764865,6.9547298713011,6.95486343102937,5.60493728845276,5.60495741979081,"Water + Proton + Adenosine Monophosphate  -> Ammonium + Inosine-5'-Monophosphate "
AMPTASECG,0,111.320279057448,0,0.00010072118914195,0,3.60590879324718e-05,"Water + L-Cysteinylglycine  -> L-Cysteine + Glycine "
AMPTASECGe,NaN,NaN,NaN,NaN,5.67263270824435,5.67287953309301,"Water + L-Cysteinylglycine  -> L-Cysteine + Glycine "
APAT2rm,0,2.39938151480601e-06,-0.000195931813692596,0.000260481047170913,0,7.4924671480403e-06,"2-Oxoglutarate + Beta-Alanine  <=> L-Glutamate + 3-Oxopropanoate "
APRTO2,0,67.8090216201757,0,9.14828110882837e-05,0,1.36665252057355e-05,"Water + Oxygen + N-Acetylputrescine  -> Hydrogen Peroxide + Ammonium + 4-Acetamidobutanal "
ARABR,0,1000,0,720.084795563877,0,1000,"Proton + Nicotinamide Adenine Dinucleotide Phosphate - Reduced + L-Arabinose  -> Nicotinamide Adenine Dinucleotide Phosphate + L-Arabinitol "
ARAB_Lt,0,1000,0,720.084795563877,0,1000,"L-Arabinose  <=> L-Arabinose "
ARACHCPT1,-3.05375810683017e-06,3.05375807453278e-06,-9.3909247693702e-06,9.39092475604753e-06,-1.17311610807747e-05,1.1731161634998e-05,"L-Carnitine + Arachidoyl Coenzyme A  <=> Coenzyme A + Eicosanoylcarnitine "
ARACHCPT2,-3.05375810683017e-06,3.05375807453278e-06,-9.39092474278036e-06,9.39092481988535e-06,-1.17311610807747e-05,1.1731161634998e-05,"Coenzyme A + Eicosanoylcarnitine  <=> L-Carnitine + Arachidoyl Coenzyme A "
ARACHCRNt,NaN,NaN,-1000,1000,NaN,NaN,"Eicosanoylcarnitine  <=> Eicosanoylcarnitine "
ARACHDCOAtx,-3.05375807840846e-06,1.11971130062708e-05,-9.44430494344959e-06,5.01035987257253e-05,-1.328441055648e-05,4.87095071690646e-05,"Arachidonoyl Coenzyme A  <=> Arachidonoyl Coenzyme A "
ARACHDFATPtc,0,1.11971130536404e-05,0,6.64872159035212e-05,0,6.37003158985294e-05,"Adenosine Triphosphate + Coenzyme A + Arachidonate  -> Adenosine Monophosphate + Diphosphate + Arachidonoyl Coenzyme A "
ARGATB0tc,NaN,NaN,110.725406968401,110.727517222523,NaN,NaN,"2 Sodium + L-Arginine + Chloride  -> 2 Sodium + L-Arginine + Chloride "
ARGSL,NaN,NaN,0,2.88067698835608e-05,NaN,NaN,"L-Arginosuccinic Acid  <=> Fumarate + L-Arginine "
ARGSS,NaN,NaN,0,2.88067698835608e-05,NaN,NaN,"Adenosine Triphosphate + L-Aspartate + L-Citrulline  -> Proton + Adenosine Monophosphate + Diphosphate + L-Arginosuccinic Acid "
ARGtD,-945.84419843508,-173.643012543841,NaN,NaN,43.76034401992,43.7604054543415,"L-Arginine  <=> L-Arginine "
ASAH1,0,2.79927826341009e-06,0,8.28693450991831e-06,0,2.43547524689802e-05,"Water + N-Acylsphingosine  -> R Total + Sphingosine "
ASCBt4,NaN,NaN,-0.00025423913166378,0,NaN,NaN,"Sodium + L-Ascorbate  <=> Sodium + L-Ascorbate "
ASNNm,0,372.969931532315,NaN,NaN,185.325461712703,185.326295838229,"Water + L-Asparagine  -> L-Aspartate + Ammonium "
ASNS1,0,1.11971129967969e-05,0,3.92706762189189e-05,0,4.87095062737808e-05,"Water + Adenosine Triphosphate + L-Aspartate + L-Glutamine  -> Proton + L-Glutamate + Adenosine Monophosphate + Diphosphate + L-Asparagine "
ASNt4,0,1000,0,1000,0,1000,"Sodium + L-Asparagine  -> Sodium + L-Asparagine "
ASNtN1,-1000,1000,-1000,1000,-1000,1000,"Proton + 2 Sodium + L-Asparagine  <=> Proton + 2 Sodium + L-Asparagine "
ASNtm,0,372.969931532315,NaN,NaN,185.325461712703,185.326295838229,"L-Asparagine  -> L-Asparagine "
ASPGLUm,NaN,NaN,0,0.000139189400442774,NaN,NaN,"Proton + L-Glutamate + L-Aspartate  -> Proton + L-Glutamate + L-Aspartate "
ASPPROASCT1,NaN,NaN,0,0.000114228802083005,NaN,NaN,"Sodium + L-Aspartate + L-Proline  -> Sodium + L-Aspartate + L-Proline "
ASPTA,-1000,-53.1529077139359,-53.2932611788455,-53.2919339262426,-1000,-999.999926044507,"2-Oxoglutarate + L-Aspartate  <=> L-Glutamate + Oxaloacetate "
ASPTAm,-3.05375807840846e-06,372.969931532315,-0.00128798191056489,4.86600303108986e-05,185.325461712699,185.326295838199,"2-Oxoglutarate + L-Aspartate  <=> L-Glutamate + Oxaloacetate "
ASPt6,NaN,NaN,0,0.000114228802388538,NaN,NaN,"Proton + 3 Sodium + Potassium + L-Aspartate  -> Proton + 3 Sodium + L-Aspartate + Potassium "
ASPte,NaN,NaN,NaN,NaN,957.049963277061,957.050094711308,"L-Aspartate  -> L-Aspartate "
ATP1ter,0,3.05375810683017e-06,0,9.49699873764587e-06,0,1.328441055648e-05,"Adenosine Triphosphate + Adenosine Diphosphate  <=> Adenosine Diphosphate + Adenosine Triphosphate "
ATP2ter,0,1.11971130536404e-05,0,3.49557118788368e-05,0,4.87095049379604e-05,"Adenosine Triphosphate + Adenosine Monophosphate  <=> Adenosine Monophosphate + Adenosine Triphosphate "
ATPH1e,0,1.5268790320988e-06,0,4.92077833769144e-06,0,6.88939519477572e-06,"2 Water + Adenosine Triphosphate  -> 2 Proton + 2 Orthophosphate + Adenosine Monophosphate "
ATPH2e,0,3.05375806419761e-06,0,1.01181983609422e-05,0,1.37787908442988e-05,"Water + Adenosine Diphosphate  -> Proton + Orthophosphate + Adenosine Monophosphate "
ATPS4mi,999.999977605774,1000,999.999843399346,1000,999.999711439552,1000,"Adenosine Diphosphate + Orthophosphate + 4 Proton  -> Water + 3 Proton + Adenosine Triphosphate "
ATPtg,0,3.05375810683017e-06,0,9.49699870211873e-06,0,1.32844110538599e-05,"Adenosine Triphosphate + Adenosine Diphosphate  -> Adenosine Diphosphate + Adenosine Triphosphate "
ATPtm,615.265995423326,1000,999.999721621211,1000,20.2743076576295,1000,"Adenosine Diphosphate + Adenosine Triphosphate  -> Adenosine Triphosphate + Adenosine Diphosphate "
ATPtn,NaN,NaN,0,1000,NaN,NaN,"Adenosine Triphosphate  <=> Adenosine Triphosphate "
ATVACIDMCTtu,-1000,1000,-1000,1000,-1000,1000,"Proton + atorvastatin-acid  <=> Proton + atorvastatin-acid "
ATVACIDOATPtu,-1000,1000,-1000,1000,-1000,1000,"Bicarbonate + atorvastatin-acid  <=> Bicarbonate + atorvastatin-acid "
ATVLACThc,-1000,1000,-1000,1000,-1000,1000,"Bicarbonate + atorvastatin-lactone  <=> Bicarbonate + atorvastatin-lactone "
ATVLACtdhc,-1000,1000,-1000,1000,-1000,1000,"atorvastatin-lactone  <=> atorvastatin-lactone "
B3GALT3g,NaN,NaN,0,2.53372440361943e-06,NaN,NaN,"Trihexosyl Ceramide + Uridine-5'-Diphosphate-N-Acetyl-D-Galactosamine  -> Proton + Uridine Diphosphate + Globoside "
B3GALT41g,0,8.39783475470313e-07,0,2.66295187500987e-06,0,3.48761049551172e-06,"Uridine-5'-Diphosphate-D-Galactose + Gibberellin A2  -> Proton + Uridine Diphosphate + Gibberellin A1 "
B3GALT43g,0,5.59855652682017e-07,0,1.77874883105019e-06,0,2.53941232131183e-06,"Uridine-5'-Diphosphate-D-Galactose + GalNac-Beta1->4(Neuac-Alpha2->8Neuac2->3)Gal-Beta1->4Glc-Beta1->1'Cer  -> Proton + Uridine Diphosphate + Gd1B "
B3GALTg,NaN,NaN,0,1.9715460119048e-06,NaN,NaN,"Uridine-5'-Diphosphate-D-Galactose + Lactotriaosylceramide  -> Proton + Uridine Diphosphate + D-Glucosylceramide "
B3GNT51g,NaN,NaN,0,1.9715460119048e-06,NaN,NaN,"Galactosyl Glucosyl Ceramide + Uridine-5'-Diphosphate-N-Acetyl-Alpha-D-Glucosamine  -> Proton + Uridine Diphosphate + Lactotriaosylceramide "
BAAT3x,0,174.928331410904,0,8.14147326657633e-05,0,0.000171404768671835,"Glycine + Chenodeoxyglycocholoyl Coenzyme A  -> Coenzyme A + Glycochenodeoxycholate "
BALABETAtc2,NaN,NaN,-3.32241331406635e-05,0,NaN,NaN,"Proton + N-Carbamoyl-Beta-Alaninate  <=> Proton + N-Carbamoyl-Beta-Alaninate "
BALAPAT1tc2,-5.59855652682018e-06,0,NaN,NaN,-2.47572289708842e-05,0,"2 Sodium + Chloride + N-Carbamoyl-Beta-Alaninate  <=> 2 Sodium + Chloride + N-Carbamoyl-Beta-Alaninate "
BALAtmr,0,2.39938151480601e-06,-0.000195931813692596,0.000260481047170913,0,7.4924671480403e-06,"Beta-Alanine  <=> Beta-Alanine "
BAMPPALDOX,0,2.39938136863722e-06,0,7.1724391261796e-06,0,7.4924671480403e-06,"Water + Beta-Aminopropion Aldehyde + Nicotinamide Adenine Dinucleotide  -> 2 Proton + Nicotinamide Adenine Dinucleotide - Reduced + Beta-Alanine "
